game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified
2021000011,2021-03-02 14:00:00,オリックス・バファローズ,千葉ロッテマリーンズ,6.0,6.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1800054,1700109,[],[],,,,,0,light,2021-03-02T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,1.0,11.25,0.0,2.25,3.95,4.0,3.0,4.0,1.0,0.0,5.0,,,,2.25,1.0,6.75,2.25,0.0,2.45,4.0,1.0,3.0,0.0,1.0,3.0,,,,True,True,UNKNOWN,False,False
2021000016,2021-03-03 16:00:00,福岡ソフトバンクホークス,中日ドラゴンズ,4.0,1.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,1800061,1100115,[],[],,,,,0,light,2021-03-03T07:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,0.75,6.75,0.0,4.5,8.2,4.0,3.0,3.0,2.0,0.0,3.0,,,,0.0,0.25,9.0,0.0,0.0,1.2000000000000002,4.0,0.0,1.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021000020,2021-03-05 16:00:00,福岡ソフトバンクホークス,阪神タイガース,0.0,4.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,900062,1300080,[],[],,,,,0,light,2021-03-05T07:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,2.0,4.5,13.5,0.0,6.7,2.0,0.0,1.0,0.0,3.0,1.0,,,,3.8571428571428568,1.2857142857142856,11.571428571428571,3.8571428571428568,3.8571428571428568,7.485714285714286,4.666666666666667,2.0,4.0,2.0,2.0,6.0,,,,True,True,UNKNOWN,False,False
2021000022,2021-03-06 13:00:00,千葉ロッテマリーンズ,埼玉西武ライオンズ,4.0,0.0,UNKNOWN,ZOZOマリンスタジアム,unknown,low,False,False,1900062,1300055,[],[],,,,,0,light,2021-03-06T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,7.2,1.6,9.0,3.6,1.8,5.0,5.0,4.0,6.0,1.0,2.0,5.0,,,,0.0,1.3333333333333333,6.0,0.0,0.0,1.866666666666667,3.0,0.0,4.0,0.0,0.0,2.0,,,,True,True,UNKNOWN,False,False
2021000015,2021-03-03 14:00:00,オリックス・バファローズ,千葉ロッテマリーンズ,0.0,2.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1800052,1400195,[],[],,,,,0,light,2021-03-03T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,6.0,0.0,0.0,1.866666666666667,3.0,0.0,3.0,0.0,0.0,2.0,,,,4.5,1.5,9.0,4.5,0.0,2.7,4.0,2.0,4.0,0.0,2.0,4.0,,,,True,True,UNKNOWN,False,False
2021000018,2021-03-04 15:00:00,読売ジャイアンツ,東京ヤクルトスワローズ,3.0,2.0,UNKNOWN,東京ドーム,excluded,high,False,False,1200076,1200041,[],[],,,,,0,light,2021-03-04T06:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,2.4545454545454546,2.7272727272727275,7.363636363636364,7.363636363636364,0.0,4.0181818181818185,3.6666666666666665,1.0,7.0,0.0,3.0,3.0,,,,0.0,0.6666666666666666,6.0,0.0,0.0,1.866666666666667,3.0,0.0,2.0,0.0,0.0,2.0,,,,True,True,UNKNOWN,False,False
2021000023,2021-03-06 13:00:00,横浜DeNAベイスターズ,オリックス・バファローズ,0.0,5.0,UNKNOWN,横浜スタジアム,excluded,high,False,False,1900087,1300031,[],[],,,,,0,light,2021-03-06T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.4,5.4,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,3.0,,,,4.5,2.0,2.25,2.25,0.0,3.45,4.0,2.0,7.0,0.0,1.0,1.0,,,,True,True,UNKNOWN,False,False
2021000013,2021-03-03 18:00:00,北海道日本ハムファイターズ,埼玉西武ライオンズ,7.0,0.0,UNKNOWN,札幌ドーム,excluded,high,False,False,1800080,1100099,[],[],,,,,0,light,2021-03-03T09:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,7.363636363636364,1.9090909090909092,4.909090909090909,12.272727272727273,0.0,6.2,3.6666666666666665,3.0,2.0,0.0,5.0,2.0,,,,0.0,1.2,7.2,3.6,0.0,2.8000000000000003,5.0,0.0,4.0,0.0,2.0,4.0,,,,True,True,UNKNOWN,False,False
2021000014,2021-03-03 15:00:00,読売ジャイアンツ,東京ヤクルトスワローズ,1.0,6.0,UNKNOWN,東京ドーム,excluded,high,False,False,1800143,1900143,[],[],,,,,0,light,2021-03-03T06:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,9.0,4.5,0.0,2.7,2.0,0.0,1.0,0.0,1.0,2.0,,,,0.0,0.5,9.0,4.5,0.0,2.7,2.0,0.0,0.0,0.0,1.0,2.0,,,,True,True,UNKNOWN,False,False
2021000012,2021-03-02 16:00:00,福岡ソフトバンクホークス,中日ドラゴンズ,14.0,2.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,1600109,1400129,[],[],,,,,0,light,2021-03-02T07:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,40.5,6.0,6.75,27.0,0.0,10.7,1.3333333333333333,6.0,4.0,0.0,4.0,1.0,,,,0.0,0.25,9.0,2.25,0.0,1.9500000000000002,4.0,0.0,0.0,0.0,1.0,4.0,,,,True,True,UNKNOWN,False,False
