game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified
2021012568,2023-03-04 14:00:00,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,9.0,6.0,UNKNOWN,札幌ドーム,excluded,high,False,False,700069,1900073,[],[],,,,,0,light,2023-03-04T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.25,4.5,0.0,0.0,2.2,4.0,0.0,1.0,0.0,0.0,2.0,,,,4.5,1.75,6.75,4.5,2.25,6.45,4.0,2.0,5.0,1.0,2.0,3.0,,,,True,True,UNKNOWN,False,False
2021012573,2023-03-05 13:00:00,北海道日本ハムファイターズ,東北楽天ゴールデンイーグルス,4.0,5.0,UNKNOWN,札幌ドーム,excluded,high,False,False,1960382,2107859,[],[],,,,,0,light,2023-03-05T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,3.0,1.0,3.0,0.0,0.0,2.5333333333333337,3.0,1.0,3.0,0.0,0.0,1.0,,,,0.0,0.3333333333333333,12.0,0.0,0.0,0.5333333333333337,3.0,0.0,1.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012579,2023-03-07 13:00:00,千葉ロッテマリーンズ,北海道日本ハムファイターズ,4.0,2.0,UNKNOWN,ZOZOマリンスタジアム,excluded,high,False,False,1961850,1700099,[],[],,,,,0,light,2023-03-07T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.0,1.5,4.5,0.0,0.0,2.2,2.0,2.0,3.0,0.0,0.0,1.0,,,,0.0,0.5,6.75,4.5,0.0,3.2,4.0,0.0,0.0,0.0,2.0,3.0,,,,True,True,UNKNOWN,False,False
2021012572,2023-03-04 14:00:00,福岡ソフトバンクホークス,広島東洋カープ,0.0,2.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,1300057,1900106,[],[],,,,,0,light,2023-03-04T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.0,15.0,0.0,0.0,-0.1333333333333333,3.0,0.0,0.0,0.0,0.0,5.0,,,,0.0,1.0,9.0,0.0,0.0,1.2000000000000002,3.0,0.0,3.0,0.0,0.0,3.0,,,,True,True,UNKNOWN,False,False
2021012578,2023-03-07 13:00:00,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0.0,1.0,UNKNOWN,草薙総合運動場野球場,excluded,high,False,False,1600109,1200117,[],[],,,,,0,light,2023-03-07T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,3.6,1.8,0.0,3.0,5.0,0.0,4.0,0.0,1.0,2.0,,,,0.0,0.25,4.5,0.0,0.0,2.2,4.0,0.0,1.0,0.0,0.0,2.0,,,,True,True,UNKNOWN,False,False
2021012570,2023-03-04 13:00:00,横浜DeNAベイスターズ,埼玉西武ライオンズ,1.0,4.0,UNKNOWN,横浜スタジアム,excluded,high,False,False,1900062,1400110,[],[],,,,,0,light,2023-03-04T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,3.0,6.75,6.75,0.0,3.95,1.3333333333333333,1.0,3.0,0.0,1.0,1.0,,,,4.5,1.25,11.25,0.0,0.0,0.7000000000000002,4.0,2.0,5.0,0.0,0.0,5.0,,,,True,True,UNKNOWN,False,False
2021012571,2023-03-04 13:00:00,阪神タイガース,オリックス・バファローズ,2.0,4.0,UNKNOWN,阪神甲子園球場,excluded,high,False,False,1600150,1500090,[],[],,,,,0,light,2023-03-04T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,3.0,6.75,13.5,0.0,6.2,2.6666666666666665,2.0,4.0,0.0,4.0,2.0,,,,6.0,1.0,6.0,0.0,0.0,1.866666666666667,3.0,2.0,3.0,0.0,0.0,2.0,,,,True,True,UNKNOWN,False,False
2021012577,2023-03-05 13:00:00,福岡ソフトバンクホークス,広島東洋カープ,3.0,0.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,1300058,1200106,[],[],,,,,0,light,2023-03-05T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,3.0,1.3333333333333333,12.0,0.0,0.0,0.5333333333333337,3.0,1.0,4.0,0.0,0.0,4.0,,,,0.0,1.6666666666666667,9.0,3.0,0.0,2.2,3.0,0.0,4.0,0.0,1.0,3.0,,,,True,True,UNKNOWN,False,False
2021012569,2023-03-04 13:00:00,千葉ロッテマリーンズ,東京ヤクルトスワローズ,2.0,2.0,UNKNOWN,ZOZOマリンスタジアム,excluded,high,False,False,2101118,900081,[],[],,,,,0,light,2023-03-04T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.0,1.5,0.0,4.5,4.5,11.2,2.0,2.0,2.0,1.0,1.0,0.0,,,,1.8,0.8,5.4,0.0,0.0,2.0,5.0,1.0,4.0,0.0,0.0,3.0,,,,True,True,UNKNOWN,False,False
2021012574,2023-03-05 13:00:00,千葉ロッテマリーンズ,東京ヤクルトスワローズ,1.0,1.0,UNKNOWN,ZOZOマリンスタジアム,excluded,high,False,False,2103794,1000155,[],[],,,,,0,light,2023-03-05T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.3333333333333333,9.0,6.0,0.0,3.2,3.0,0.0,2.0,0.0,2.0,3.0,,,,3.0,1.3333333333333333,3.0,3.0,3.0,7.866666666666667,3.0,1.0,3.0,1.0,1.0,1.0,,,,True,True,UNKNOWN,False,False
2021012576,2023-03-05 13:00:00,阪神タイガース,オリックス・バファローズ,2.0,7.0,UNKNOWN,阪神甲子園球場,excluded,high,False,False,1700109,1700137,[],[],,,,,0,light,2023-03-05T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.3333333333333333,6.0,9.0,0.0,4.866666666666667,3.0,0.0,1.0,0.0,3.0,2.0,,,,12.0,3.0,6.0,9.0,0.0,4.866666666666667,3.0,4.0,6.0,0.0,3.0,2.0,,,,True,True,UNKNOWN,False,False
2021012575,2023-03-05 13:00:00,横浜DeNAベイスターズ,埼玉西武ライオンズ,3.0,1.0,UNKNOWN,横浜スタジアム,unknown,low,False,False,1800080,1700058,[],[],,,,,0,light,2023-03-05T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,2.25,6.75,6.75,0.0,3.95,4.0,3.0,6.0,0.0,3.0,3.0,,,,0.0,0.5,9.0,0.0,0.0,1.2000000000000002,4.0,0.0,2.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012580,2023-03-07 18:00:00,福岡ソフトバンクホークス,東京ヤクルトスワローズ,6.0,0.0,UNKNOWN,福岡PayPayドーム,unknown,low,False,False,2000139,1300080,[],[],,,,,0,light,2023-03-07T09:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.5,9.0,0.0,0.0,1.2000000000000002,2.0,0.0,1.0,0.0,0.0,2.0,,,,0.0,0.3333333333333333,12.0,0.0,0.0,0.5333333333333337,3.0,0.0,1.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012581,2023-03-08 13:00:00,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,5.0,4.0,UNKNOWN,草薙総合運動場野球場,excluded,high,False,False,1800043,700065,[],[],,,,,0,light,2023-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.0,1.5,6.75,6.75,2.25,7.2,4.0,4.0,3.0,1.0,3.0,3.0,,,,2.25,0.75,0.0,0.0,0.0,3.2,4.0,1.0,3.0,0.0,0.0,0.0,,,,True,True,UNKNOWN,False,False
2021012583,2023-03-08 13:00:00,埼玉西武ライオンズ,中日ドラゴンズ,1.0,1.0,UNKNOWN,ベルーナドーム,excluded,high,False,False,500014,1600127,[],[],,,,,0,light,2023-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.0,9.0,0.0,0.0,1.2000000000000002,3.0,0.0,0.0,0.0,0.0,3.0,,,,2.25,0.75,9.0,2.25,0.0,1.95,4.0,1.0,2.0,0.0,1.0,4.0,,,,True,True,UNKNOWN,False,False
2021012584,2023-03-08 18:00:00,福岡ソフトバンクホークス,東京ヤクルトスワローズ,8.0,8.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,12113,1800109,[],[],,,,,0,light,2023-03-08T09:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.0,1.3333333333333333,6.0,0.0,3.0,6.2,3.0,2.0,4.0,1.0,0.0,2.0,,,,21.6,2.4000000000000004,5.4,0.0,5.4,9.8,1.6666666666666663,4.0,4.0,1.0,0.0,1.0,,,,True,True,UNKNOWN,False,False
2021012585,2023-03-09 13:00:00,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,3.0,2.0,UNKNOWN,草薙総合運動場野球場,excluded,high,False,False,1660377,2106793,[],[],,,,,0,light,2023-03-09T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,3.0,0.0,0.0,2.5333333333333337,3.0,0.0,3.0,0.0,0.0,1.0,,,,0.0,1.2857142857142856,3.8571428571428568,7.7142857142857135,0.0,4.914285714285715,4.666666666666667,0.0,2.0,0.0,4.0,2.0,,,,True,True,UNKNOWN,False,False
2021012586,2023-03-09 13:00:00,埼玉西武ライオンズ,中日ドラゴンズ,8.0,1.0,UNKNOWN,ベルーナドーム,excluded,high,False,False,1200098,1961288,[],[],,,,,0,light,2023-03-09T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.529411764705882,1.9411764705882355,3.176470588235294,4.764705882352941,1.588235294117647,6.376470588235295,5.666666666666667,6.0,8.0,1.0,3.0,2.0,,,,2.25,1.0,9.0,2.25,0.0,1.95,4.0,1.0,3.0,0.0,1.0,4.0,,,,True,True,UNKNOWN,False,False
2021012587,2023-03-09 14:00:00,オリックス・バファローズ,阪神タイガース,1.0,5.0,UNKNOWN,京セラドーム大阪,unknown,low,False,False,2106172,1900089,[],[],,,,,0,light,2023-03-09T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,4.5,2.0,9.0,0.0,0.0,1.2000000000000002,2.0,1.0,4.0,0.0,0.0,2.0,,,,5.4,1.2,5.4,5.4,0.0,3.8,5.0,3.0,3.0,0.0,3.0,3.0,,,,True,True,UNKNOWN,False,False
2021012582,2023-03-08 13:00:00,千葉ロッテマリーンズ,北海道日本ハムファイターズ,1.0,7.0,UNKNOWN,ZOZOマリンスタジアム,unknown,low,False,False,1500110,1700002,[],[],,,,,0,light,2023-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.75,2.25,0.0,0.0,2.7,4.0,0.0,3.0,0.0,0.0,1.0,,,,9.0,1.6666666666666667,12.0,0.0,3.0,4.866666666666667,3.0,3.0,5.0,1.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012589,2023-03-10 13:00:00,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,2.0,3.0,UNKNOWN,草薙総合運動場野球場,unknown,low,False,False,1800052,700069,[],[],,,,,0,light,2023-03-10T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.5,2.25,2.25,0.0,3.45,4.0,0.0,5.0,0.0,1.0,1.0,,,,0.0,0.2,7.2,0.0,0.0,1.6,5.0,0.0,1.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012591,2023-03-10 13:00:00,阪神タイガース,北海道日本ハムファイターズ,6.0,0.0,UNKNOWN,阪神甲子園球場,unknown,low,False,False,1800092,1500090,[],[],,,,,0,light,2023-03-10T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.0,2.75,9.0,6.75,2.25,6.7,4.0,4.0,8.0,1.0,3.0,4.0,,,,0.0,1.0,9.0,2.25,0.0,1.95,4.0,0.0,3.0,0.0,1.0,4.0,,,,True,True,UNKNOWN,False,False
2021012590,2023-03-10 14:00:00,オリックス・バファローズ,読売ジャイアンツ,3.0,0.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1961407,2000096,[],[],,,,,0,light,2023-03-10T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,4.5,1.25,6.75,0.0,0.0,1.7000000000000002,4.0,2.0,5.0,0.0,0.0,3.0,,,,0.0,0.2727272727272727,12.272727272727272,0.0,0.0,0.4727272727272726,3.6666666666666665,0.0,1.0,0.0,0.0,5.0,,,,True,True,UNKNOWN,False,False
2021012588,2023-03-09 18:00:00,福岡ソフトバンクホークス,東京ヤクルトスワローズ,4.0,10.0,UNKNOWN,福岡PayPayドーム,excluded,high,False,False,1200076,1400117,[],[],,,,,0,light,2023-03-09T09:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.6666666666666666,6.0,3.0,0.0,2.8666666666666667,3.0,0.0,1.0,0.0,1.0,2.0,,,,18.0,3.0,3.0,0.0,0.0,2.5333333333333337,3.0,6.0,9.0,0.0,0.0,1.0,,,,True,True,UNKNOWN,False,False
2021012592,2023-03-11 13:00:00,東北楽天ゴールデンイーグルス,千葉ロッテマリーンズ,6.0,5.0,UNKNOWN,草薙総合運動場野球場,excluded,high,False,False,1900085,900090,[],[],,,,,0,light,2023-03-11T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,12.0,2.0,3.0,6.0,3.0,8.866666666666667,3.0,4.0,4.0,1.0,2.0,1.0,,,,1.8,1.4,7.2,0.0,1.8,4.2,5.0,1.0,7.0,1.0,0.0,4.0,,,,True,True,UNKNOWN,False,False
2021012596,2023-03-11 13:00:00,阪神タイガース,北海道日本ハムファイターズ,4.0,5.0,UNKNOWN,阪神甲子園球場,excluded,high,False,False,1660052,2103707,[],[],,,,,0,light,2023-03-11T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.5,4.5,9.0,0.0,5.2,2.0,0.0,1.0,0.0,2.0,1.0,,,,9.0,1.6,1.8,0.0,1.8,5.4,5.0,5.0,8.0,1.0,0.0,1.0,,,,True,True,UNKNOWN,False,False
2021012594,2023-03-11 13:00:00,横浜DeNAベイスターズ,中日ドラゴンズ,5.0,9.0,UNKNOWN,横浜スタジアム,excluded,high,False,False,1600106,2100345,[],[],,,,,0,light,2023-03-11T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,1.8,1.6,7.2,5.4,0.0,3.4000000000000004,5.0,1.0,5.0,0.0,3.0,4.0,,,,9.0,2.6666666666666665,3.0,9.0,0.0,5.533333333333333,3.0,3.0,5.0,0.0,3.0,1.0,,,,True,True,UNKNOWN,False,False
2021012593,2023-03-11 14:00:00,埼玉西武ライオンズ,福岡ソフトバンクホークス,2.0,5.0,UNKNOWN,ベルーナドーム,excluded,high,False,False,1400176,1700125,[],[],,,,,0,light,2023-03-11T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,3.6,1.2,12.6,3.6,1.8,4.2,5.0,2.0,4.0,1.0,2.0,7.0,,,,6.75,1.5,2.25,0.0,4.5,9.2,4.0,3.0,6.0,2.0,0.0,1.0,,,,True,True,UNKNOWN,False,False
2021012597,2023-03-11 13:00:00,広島東洋カープ,東京ヤクルトスワローズ,4.0,0.0,UNKNOWN,MAZDA Zoom-Zoom スタジアム広島,excluded,high,False,False,1760587,2105565,[],[],,,,,0,light,2023-03-11T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.3333333333333333,3.0,0.0,0.0,2.5333333333333337,3.0,0.0,4.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,0.0,3.2,3.0,0.0,0.0,0.0,0.0,0.0,,,,True,True,UNKNOWN,False,False
2021012595,2023-03-11 14:00:00,オリックス・バファローズ,読売ジャイアンツ,5.0,4.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1200041,1700109,[],[],,,,,0,light,2023-03-11T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.25,4.5,0.0,0.0,2.2,4.0,0.0,1.0,0.0,0.0,2.0,,,,3.6,1.2,5.4,1.8,1.8,5.2,5.0,2.0,5.0,1.0,1.0,3.0,,,,True,True,UNKNOWN,False,False
