game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified,weather_valid_time_utc,weather_available_at,weather_state,weather_source,weather_pit_quality,weather_temp_c,weather_humidity_pct,weather_precip_mm,weather_wind_kmh,league,date,inning,half,event,addedRuns,pitcher
2021020865,2024-03-01 13:00:00,東北楽天ゴールデンイーグルス,広島東洋カープ,2.0,4.0,UNKNOWN,マスカットスタジアム,excluded,high,False,False,1900052.0,2000121.0,[],[],,,,,0,light,2024-03-01 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.6666666666666666,3.0,0.0,0.0,2.5333333333333337,3.0,0.0,2.0,0.0,0.0,1.0,,,,3.6,1.4,9.0,0.0,1.8,3.8,5.0,2.0,7.0,1.0,0.0,5.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-01 13:00:00,1,,,0,
2021020867,2024-03-02 13:00:00,東北楽天ゴールデンイーグルス,広島東洋カープ,3.0,1.0,UNKNOWN,マスカットスタジアム,excluded,high,False,False,1300058.0,2106793.0,[],[],,,,,0,light,2024-03-02 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.75,11.25,4.5,0.0,2.2,4.0,0.0,1.0,0.0,2.0,5.0,,,,0.0,0.4,7.2,0.0,0.0,1.6,5.0,0.0,2.0,0.0,0.0,4.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-02 13:00:00,1,,,0,
2021020869,2024-03-02 13:00:00,福岡ソフトバンクホークス,横浜DeNAベイスターズ,5.0,3.0,UNKNOWN,北九州市民球場,excluded,high,False,False,1700058.0,1900106.0,[],[],,,,,0,light,2024-03-02 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,9.0,0.0,0.0,1.2000000000000002,3.0,0.0,3.0,0.0,0.0,3.0,,,,0.0,0.6666666666666666,6.0,0.0,0.0,1.866666666666667,3.0,0.0,2.0,0.0,0.0,2.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-02 13:00:00,1,,,0,
2021020868,2024-03-02 14:00:00,中日ドラゴンズ,東京ヤクルトスワローズ,3.0,6.0,UNKNOWN,バンテリンドーム ナゴヤ,excluded,high,False,False,1200076.0,1800059.0,[],[],,,,,0,light,2024-03-02 14:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.6666666666666666,6.0,0.0,0.0,1.866666666666667,3.0,0.0,2.0,0.0,0.0,2.0,,,,10.384615384615383,1.8461538461538465,14.53846153846154,4.153846153846154,0.0,1.353846153846154,4.333333333333333,5.0,6.0,0.0,2.0,7.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-02 14:00:00,1,,,0,
2021020866,2024-03-02 15:00:00,北海道日本ハムファイターズ,阪神タイガース,3.0,2.0,UNKNOWN,札幌ドーム,excluded,high,False,False,2104016.0,1900129.0,[],[],,,,,0,light,2024-03-02 15:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,2.25,1.0,9.0,4.5,0.0,2.7,4.0,1.0,2.0,0.0,2.0,4.0,,,,6.0,1.3333333333333333,12.0,6.0,0.0,2.5333333333333337,3.0,2.0,2.0,0.0,2.0,4.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-02 15:00:00,1,,,0,
2021020870,2024-03-03 13:00:00,北海道日本ハムファイターズ,阪神タイガース,6.0,5.0,UNKNOWN,札幌ドーム,unknown,low,False,False,1600115.0,2060074.0,[],[],,,,,0,light,2024-03-03 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.25,6.75,0.0,0.0,1.7000000000000002,4.0,0.0,1.0,0.0,0.0,3.0,,,,6.75,1.0,6.75,0.0,0.0,1.7000000000000002,4.0,3.0,4.0,0.0,0.0,3.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-03 13:00:00,1,,,0,
2021020871,2024-03-03 13:00:00,東北楽天ゴールデンイーグルス,広島東洋カープ,2.0,3.0,UNKNOWN,マスカットスタジアム,excluded,high,False,False,2060065.0,700065.0,[],[],,,,,0,light,2024-03-03 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.5,4.5,4.5,0.0,3.7,2.0,0.0,0.0,0.0,1.0,1.0,,,,0.0,0.0,3.0,0.0,0.0,2.5333333333333337,3.0,0.0,0.0,0.0,0.0,1.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-03 13:00:00,1,,,0,
2021020872,2024-03-03 13:30:00,中日ドラゴンズ,東京ヤクルトスワローズ,3.0,3.0,UNKNOWN,バンテリンドーム ナゴヤ,excluded,high,False,False,1500042.0,1500074.0,[],[],,,,,0,light,2024-03-03 13:30:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.0,6.0,0.0,0.0,1.866666666666667,3.0,0.0,0.0,0.0,0.0,2.0,,,,5.4,0.6,9.0,0.0,3.6,6.4,5.0,3.0,3.0,2.0,0.0,5.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-03 13:30:00,1,,,0,
2021020873,2024-03-03 14:00:00,オリックス・バファローズ,横浜DeNAベイスターズ,4.0,3.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1400110.0,2101291.0,[],[],,,,,0,light,2024-03-03 14:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,3.0,1.3333333333333333,3.0,3.0,0.0,3.5333333333333337,3.0,1.0,3.0,0.0,1.0,1.0,,,,0.0,1.0,9.0,3.0,0.0,2.2,3.0,0.0,2.0,0.0,1.0,3.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-03 14:00:00,1,,,0,
2021020874,2024-03-05 13:00:00,横浜DeNAベイスターズ,千葉ロッテマリーンズ,2.0,2.0,UNKNOWN,横浜スタジアム,unknown,low,False,False,900081.0,1800045.0,[],[],,,,,0,light,2024-03-05 13:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,3.0,1.0,9.0,0.0,0.0,1.2000000000000002,3.0,1.0,3.0,0.0,0.0,3.0,,,,3.0,1.3333333333333333,3.0,3.0,0.0,3.5333333333333337,3.0,1.0,3.0,0.0,1.0,1.0,,,,True,True,UNKNOWN,False,False,,,,,,,,,,NPB,2024-03-05 13:00:00,1,,,0,
