game_id,datetime,home,away,home_score,away_score,game_type,venue,npb_game_category,npb_type_confidence,npb_training_default,npb_evaluation_default,home_starter,away_starter,home_lineup_json,away_lineup_json,home_pregame_starter,away_pregame_starter,home_pregame_lineup_json,away_pregame_lineup_json,player_rows_count,enrichment_mode,prediction_time_utc,starter_available_at,starter_state,starter_source,home_lineup_available_at,away_lineup_available_at,home_lineup_state,away_lineup_state,lineup_available_at,lineup_state,lineup_source,home_starter_era,home_starter_whip,home_starter_k9,home_starter_bb9,home_starter_hr9,home_starter_fip,home_starter_ip,home_starter_er,home_starter_h,home_starter_hr,home_starter_bb,home_starter_so,home_starter_pitches,home_starter_k_rate,home_starter_bb_rate,away_starter_era,away_starter_whip,away_starter_k9,away_starter_bb9,away_starter_hr9,away_starter_fip,away_starter_ip,away_starter_er,away_starter_h,away_starter_hr,away_starter_bb,away_starter_so,away_starter_pitches,away_starter_k_rate,away_starter_bb_rate,home_starter_line_ok,away_starter_line_ok,pregame_context_quality,pregame_starter_verified,pregame_lineup_verified,league,date,inning,half,event,addedRuns,pitcher
2021040047,2026-03-07 14:00:00,オリックス・バファローズ,読売ジャイアンツ,8.0,0.0,UNKNOWN,京セラドーム大阪,unknown,low,False,False,2122496,1300058,[],[],,,,,0,light,2026-03-07T05:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,12.0,3.0,9.0,6.0,0.0,3.2,3.0,4.0,7.0,0.0,2.0,3.0,,,,0.0,1.3333333333333333,9.0,3.0,0.0,2.2,3.0,0.0,3.0,0.0,1.0,3.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-07 14:00:00,1,,,0,
2021040052,2026-03-08 12:00:00,埼玉西武ライオンズ,東京ヤクルトスワローズ,2.0,4.0,UNKNOWN,高知県立春野運動公園野球場,excluded,high,False,False,1300045,2103657,[],[],,,,,0,light,2026-03-08T03:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.0,9.0,4.5,0.0,2.7,4.0,0.0,2.0,0.0,2.0,4.0,,,,0.0,0.25,6.75,2.25,0.0,2.45,4.0,0.0,0.0,0.0,1.0,3.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 12:00:00,1,,,0,
2021040050,2026-03-08 13:00:00,北海道日本ハムファイターズ,千葉ロッテマリーンズ,5.0,4.0,UNKNOWN,エスコンフィールドHOKKAIDO,excluded,high,False,False,900081,1400117,[],[],,,,,0,light,2026-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,9.0,2.5,6.75,2.25,0.0,2.45,4.0,4.0,9.0,0.0,1.0,3.0,,,,6.75,3.375,3.375,16.875,0.0,8.075,2.6666666666666665,2.0,4.0,0.0,5.0,1.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 13:00:00,1,,,0,
2021040051,2026-03-08 13:00:00,東北楽天ゴールデンイーグルス,横浜DeNAベイスターズ,0.0,0.0,UNKNOWN,静岡県草薙総合運動場硬式野球場,excluded,high,False,False,2112182,1560256,[],[],,,,,0,light,2026-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.75,20.25,2.25,0.0,-0.5499999999999998,4.0,0.0,2.0,0.0,1.0,9.0,,,,0.0,0.6,5.4,0.0,0.0,2.0,5.0,0.0,3.0,0.0,0.0,3.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 13:00:00,1,,,0,
2021040053,2026-03-08 13:00:00,オリックス・バファローズ,福岡ソフトバンクホークス,0.0,1.0,UNKNOWN,京セラドーム大阪,excluded,high,False,False,1900010,1700109,[],[],,,,,0,light,2026-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.4,5.4,0.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,3.0,,,,0.0,1.6666666666666667,6.0,3.0,0.0,2.8666666666666667,3.0,0.0,4.0,0.0,1.0,2.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 13:00:00,1,,,0,
2021040054,2026-03-08 13:00:00,阪神タイガース,読売ジャイアンツ,2.0,3.0,UNKNOWN,阪神甲子園球場,excluded,high,False,False,700069,1850363,[],[],,,,,0,light,2026-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,0.6666666666666666,0.0,3.0,0.0,4.2,3.0,0.0,1.0,0.0,1.0,0.0,,,,0.0,1.0,6.75,0.0,0.0,1.7000000000000002,4.0,0.0,4.0,0.0,0.0,3.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 13:00:00,1,,,0,
2021040055,2026-03-08 13:00:00,広島東洋カープ,中日ドラゴンズ,1.0,8.0,UNKNOWN,MAZDA Zoom-Zoom スタジアム広島,unknown,low,False,False,1000138,2114641,[],[],,,,,0,light,2026-03-08T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.25,6.75,0.0,0.0,1.7000000000000002,4.0,0.0,5.0,0.0,0.0,3.0,,,,0.0,0.5,4.5,4.5,0.0,3.7,2.0,0.0,0.0,0.0,1.0,1.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-08 13:00:00,1,,,0,
2021040056,2026-03-10 13:00:00,千葉ロッテマリーンズ,オリックス・バファローズ,1.0,4.0,UNKNOWN,ZOZOマリンスタジアム,excluded,high,False,False,2108148,2111821,[],[],,,,,0,light,2026-03-10T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,0.0,1.3333333333333333,3.0,3.0,0.0,3.5333333333333337,3.0,0.0,3.0,0.0,1.0,1.0,,,,3.0,0.8333333333333334,9.0,0.0,1.5,3.3666666666666667,6.0,2.0,5.0,1.0,0.0,6.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-10 13:00:00,1,,,0,
2021040057,2026-03-10 13:00:00,横浜DeNAベイスターズ,広島東洋カープ,6.0,1.0,UNKNOWN,横浜スタジアム,excluded,high,False,False,1900052,1960901,[],[],,,,,0,light,2026-03-10T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,6.75,2.0,4.5,0.0,2.25,5.45,4.0,3.0,8.0,1.0,0.0,2.0,,,,2.25,1.25,9.0,2.25,0.0,1.9500000000000002,4.0,1.0,4.0,0.0,1.0,4.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-10 13:00:00,1,,,0,
2021040059,2026-03-10 13:00:00,阪神タイガース,埼玉西武ライオンズ,2.0,1.0,UNKNOWN,阪神甲子園球場,excluded,high,False,False,1400182,2117268,[],[],,,,,0,light,2026-03-10T04:00:00+00:00,,UNKNOWN,,,,UNKNOWN,UNKNOWN,,UNKNOWN,,2.25,0.75,9.0,2.25,2.25,5.2,4.0,1.0,2.0,1.0,1.0,4.0,,,,0.0,1.0,6.0,3.0,0.0,2.8666666666666667,3.0,0.0,2.0,0.0,1.0,2.0,,,,True,True,UNKNOWN,False,False,NPB,2026-03-10 13:00:00,1,,,0,
