league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,831458,2026-03-15 17:05:00+00:00,Philadelphia Phillies,Atlanta Braves,0.0,1.0,Taijuan Walker,José Suarez,BayCare Ballpark,S,Spring Training,True
MLB,831461,2026-03-15 17:05:00+00:00,St. Louis Cardinals,Washington Nationals,6.0,3.0,Richard Fitts,Miles Mikolas,Roger Dean Chevrolet Stadium,S,Spring Training,True
MLB,831509,2026-03-15 17:05:00+00:00,Houston Astros,Miami Marlins,1.0,0.0,Cristian Javier,Eury Pérez,CACTI Park of the Palm Beaches,S,Spring Training,True
MLB,831511,2026-03-15 17:05:00+00:00,Tampa Bay Rays,Pittsburgh Pirates,6.0,1.0,Shane McClanahan,José Urquidy,Charlotte Sports Park,S,Spring Training,True
MLB,831611,2026-03-15 17:05:00+00:00,New York Yankees,Detroit Tigers,1.0,12.0,Luis Gil,Framber Valdez,George M. Steinbrenner Field,S,Spring Training,True
MLB,831615,2026-03-15 17:05:00+00:00,Boston Red Sox,Minnesota Twins,7.0,2.0,Kyle Keller,Zebby Matthews,JetBlue Park,S,Spring Training,True
MLB,831555,2026-03-15 17:10:00+00:00,New York Mets,Toronto Blue Jays,8.0,1.0,Zac Thornton,Grant Rogers,Clover Park,S,Spring Training,True
MLB,831727,2026-03-15 20:05:00+00:00,Los Angeles Dodgers,Texas Rangers,5.0,3.0,River Ryan,Trey Supak,Camelback Ranch,S,Spring Training,True
MLB,831787,2026-03-15 20:05:00+00:00,San Francisco Giants,Milwaukee Brewers,7.0,1.0,Robbie Ray,Shane Drohan,Scottsdale Stadium,S,Spring Training,True
MLB,831814,2026-03-15 20:05:00+00:00,Chicago Cubs,Los Angeles Dodgers,8.0,14.0,Jameson Taillon,Emmet Sheehan,Sloan Park,S,Spring Training,True
MLB,831913,2026-03-15 20:05:00+00:00,Kansas City Royals,Chicago White Sox,10.0,4.0,Cole Ragans,Hagen Smith,Surprise Stadium,S,Spring Training,True
MLB,831944,2026-03-15 20:05:00+00:00,Cleveland Guardians,Athletics,12.0,6.0,Tanner Bibee,Wei-En Lin,Goodyear Ballpark,S,Spring Training,True
MLB,831777,2026-03-15 20:10:00+00:00,Arizona Diamondbacks,San Diego Padres,4.0,4.0,Brandon Pfaadt,Randy Vásquez,Salt River Fields at Talking Stick,S,Spring Training,True
MLB,831858,2026-03-15 20:10:00+00:00,Los Angeles Angels,Colorado Rockies,6.0,5.0,Austin Gordon,Tanner Gordon,Tempe Diablo Stadium,S,Spring Training,True
MLB,831890,2026-03-15 20:10:00+00:00,Seattle Mariners,Cincinnati Reds,6.0,3.0,George Kirby,Brandon Williamson,Peoria Stadium,S,Spring Training,True
MLB,831498,2026-03-16 17:05:00+00:00,Detroit Tigers,Philadelphia Phillies,13.0,6.0,Jack Flaherty,Chuck King,Publix Field at Joker Marchant Stadium,S,Spring Training,True
MLB,831506,2026-03-16 17:05:00+00:00,Minnesota Twins,Pittsburgh Pirates,5.0,1.0,Joe Ryan,Noah Davis,Lee Health Sports Complex,S,Spring Training,True
MLB,831557,2026-03-16 17:05:00+00:00,Atlanta Braves,Tampa Bay Rays,11.0,2.0,Chris Sale,Nick Martinez,CoolToday Park,S,Spring Training,True
MLB,831559,2026-03-16 17:10:00+00:00,Miami Marlins,Toronto Blue Jays,4.0,5.0,Janson Junk,Lazaro Estrada,Roger Dean Chevrolet Stadium,S,Spring Training,True
MLB,831785,2026-03-16 20:05:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,9.0,24.0,Tyler Glasnow,Chad Patrick,Camelback Ranch,S,Spring Training,True
MLB,831834,2026-03-16 20:05:00+00:00,Athletics,Los Angeles Angels,3.0,0.0,Jeffrey Springs,George Klassen,Hohokam Stadium,S,Spring Training,True
MLB,831751,2026-03-16 20:10:00+00:00,San Diego Padres,San Francisco Giants,3.0,1.0,Walker Buehler,Tyler Mahle,Peoria Stadium,S,Spring Training,True
MLB,831903,2026-03-16 20:10:00+00:00,Arizona Diamondbacks,Cincinnati Reds,11.0,6.0,Ryne Nelson,Andrew Abbott,Salt River Fields at Talking Stick,S,Spring Training,True
MLB,831457,2026-03-16 22:10:00+00:00,New York Mets,Washington Nationals,6.0,12.0,David Peterson,Zach Penrod,Clover Park,S,Spring Training,True
MLB,831905,2026-03-17 00:05:00+00:00,Texas Rangers,Chicago White Sox,3.0,2.0,MacKenzie Gore,Sean Burke,Surprise Stadium,S,Spring Training,True
MLB,831924,2026-03-17 01:05:00+00:00,Cleveland Guardians,Chicago Cubs,2.0,5.0,Gavin Williams,Cade Horton,Goodyear Ballpark,S,Spring Training,True
MLB,831454,2026-03-17 17:05:00+00:00,Washington Nationals,St. Louis Cardinals,1.0,0.0,Jake Irvin,Dustin May,CACTI Park of the Palm Beaches,S,Spring Training,True
MLB,831504,2026-03-17 17:05:00+00:00,Boston Red Sox,Atlanta Braves,4.0,3.0,Sonny Gray,Reynaldo López,JetBlue Park,S,Spring Training,True
MLB,831554,2026-03-17 17:05:00+00:00,Philadelphia Phillies,Minnesota Twins,2.0,0.0,Jesús Luzardo,Bailey Ober,BayCare Ballpark,S,Spring Training,True
MLB,831560,2026-03-17 17:05:00+00:00,Pittsburgh Pirates,Houston Astros,2.0,10.0,Mitch Keller,Lance McCullers Jr.,LECOM Park,S,Spring Training,True
MLB,831609,2026-03-17 17:05:00+00:00,Tampa Bay Rays,New York Yankees,2.0,3.0,Ryan Pepiot,Will Warren,Charlotte Sports Park,S,Spring Training,True
MLB,831610,2026-03-17 17:05:00+00:00,Detroit Tigers,Baltimore Orioles,1.0,1.0,Justin Verlander,Chris Bassitt,Publix Field at Joker Marchant Stadium,S,Spring Training,True
MLB,831463,2026-03-17 17:10:00+00:00,Miami Marlins,New York Mets,5.0,5.0,Sandy Alcantara,Sean Manaea,Roger Dean Chevrolet Stadium,S,Spring Training,True
MLB,831942,2026-03-17 20:05:00+00:00,Chicago White Sox,Athletics,6.0,4.0,Anthony Kay,Luis Morales,Camelback Ranch,S,Spring Training,True
MLB,831742,2026-03-17 20:10:00+00:00,Colorado Rockies,Seattle Mariners,6.0,10.0,Chase Dollander,Cooper Criswell,Salt River Fields at Talking Stick,S,Spring Training,True
MLB,831769,2026-03-17 20:10:00+00:00,Seattle Mariners,San Diego Padres,6.0,9.0,Luis Castillo,Germán Márquez,Peoria Stadium,S,Spring Training,True
MLB,831806,2026-03-18 01:05:00+00:00,Kansas City Royals,Los Angeles Dodgers,4.0,10.0,Aaron Sanchez,Roki Sasaki,Surprise Stadium,S,Spring Training,True
MLB,831831,2026-03-18 01:05:00+00:00,Chicago Cubs,Los Angeles Angels,8.0,6.0,Shota Imanaga,Alek Manoah,Sloan Park,S,Spring Training,True
MLB,831883,2026-03-18 01:05:00+00:00,Cincinnati Reds,Cleveland Guardians,6.0,8.0,Nick Lodolo,Kolby Allard,Goodyear Ballpark,S,Spring Training,True
