league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,663113,2022-08-24 00:05:00+00:00,Chicago Cubs,St. Louis Cardinals,3.0,13.0,Adrian Sampson,Jake Woodford,Wrigley Field,R,Regular Season,True
MLB,662668,2022-08-24 00:10:00+00:00,Kansas City Royals,Arizona Diamondbacks,3.0,7.0,Jonathan Heasley,Zach Davies,Kauffman Stadium,R,Regular Season,True
MLB,662800,2022-08-24 00:10:00+00:00,Houston Astros,Minnesota Twins,4.0,2.0,Justin Verlander,Aaron Sanchez,Minute Maid Park,R,Regular Season,True
MLB,662876,2022-08-24 00:40:00+00:00,Colorado Rockies,Texas Rangers,7.0,6.0,Germán Márquez,Dane Dunning,Coors Field,R,Regular Season,True
MLB,662213,2022-08-24 01:40:00+00:00,San Diego Padres,Cleveland Guardians,1.0,3.0,Mike Clevinger,Aaron Civale,Petco Park,R,Regular Season,True
MLB,662339,2022-08-24 01:40:00+00:00,Oakland Athletics,Miami Marlins,3.0,5.0,Zach Logue,Pablo López,Oakland Coliseum,R,Regular Season,True
MLB,662142,2022-08-24 02:10:00+00:00,Seattle Mariners,Washington Nationals,4.0,2.0,Robbie Ray,Erick Fedde,T-Mobile Park,R,Regular Season,True
MLB,662605,2022-08-24 02:10:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,10.0,1.0,Tony Gonsolin,Corbin Burnes,Dodger Stadium,R,Regular Season,True
MLB,662371,2022-08-24 16:35:00+00:00,Pittsburgh Pirates,Atlanta Braves,2.0,14.0,Mitch Keller,Kyle Wright,PNC Park,R,Regular Season,True
MLB,662916,2022-08-24 17:10:00+00:00,Detroit Tigers,San Francisco Giants,6.0,1.0,Matt Manning,Logan Webb,Comerica Park,R,Regular Season,True
MLB,662877,2022-08-24 19:10:00+00:00,Colorado Rockies,Texas Rangers,4.0,16.0,José Ureña,Martín Pérez,Coors Field,R,Regular Season,True
MLB,662338,2022-08-24 19:37:00+00:00,Oakland Athletics,Miami Marlins,3.0,2.0,Cole Irvin,Jesús Luzardo,Oakland Coliseum,R,Regular Season,True
MLB,662144,2022-08-24 20:10:00+00:00,Seattle Mariners,Washington Nationals,1.0,3.0,George Kirby,Aníbal Sánchez,T-Mobile Park,R,Regular Season,True
MLB,662212,2022-08-24 20:10:00+00:00,San Diego Padres,Cleveland Guardians,0.0,7.0,Blake Snell,Cal Quantrill,Petco Park,R,Regular Season,True
MLB,661605,2022-08-24 23:05:00+00:00,Philadelphia Phillies,Cincinnati Reds,7.0,5.0,Cristopher Sánchez,T.J. Zeuch,Citizens Bank Park,R,Regular Season,True
MLB,663460,2022-08-24 23:05:00+00:00,Baltimore Orioles,Chicago White Sox,3.0,5.0,Spenser Watkins,Lucas Giolito,Oriole Park at Camden Yards,R,Regular Season,True
MLB,661857,2022-08-24 23:10:00+00:00,Tampa Bay Rays,Los Angeles Angels,4.0,3.0,Shane McClanahan,Mike Mayers,Tropicana Field,R,Regular Season,True
MLB,663173,2022-08-24 23:10:00+00:00,Boston Red Sox,Toronto Blue Jays,2.0,3.0,Brayan Bello,José Berríos,Fenway Park,R,Regular Season,True
MLB,663216,2022-08-25 00:05:00+00:00,Chicago Cubs,St. Louis Cardinals,7.0,1.0,Luke Farrell,Miles Mikolas,Wrigley Field,R,Regular Season,True
MLB,662640,2022-08-25 00:10:00+00:00,Kansas City Royals,Arizona Diamondbacks,5.0,3.0,Brady Singer,Zac Gallen,Kauffman Stadium,R,Regular Season,True
MLB,662799,2022-08-25 00:10:00+00:00,Houston Astros,Minnesota Twins,5.0,3.0,Framber Valdez,Dylan Bundy,Minute Maid Park,R,Regular Season,True
MLB,662604,2022-08-25 01:00:00+00:00,Los Angeles Dodgers,Milwaukee Brewers,12.0,6.0,Andrew Heaney,Adrian Houser,Dodger Stadium,R,Regular Season,True
MLB,661856,2022-08-25 17:10:00+00:00,Tampa Bay Rays,Los Angeles Angels,8.0,3.0,Drew Rasmussen,Patrick Sandoval,Tropicana Field,R,Regular Season,True
MLB,663240,2022-08-25 18:20:00+00:00,Chicago Cubs,St. Louis Cardinals,3.0,8.0,Marcus Stroman,Dakota Hudson,Wrigley Field,R,Regular Season,True
MLB,662141,2022-08-25 20:10:00+00:00,Seattle Mariners,Cleveland Guardians,3.0,1.0,Marco Gonzales,Triston McKenzie,T-Mobile Park,R,Regular Season,True
MLB,661604,2022-08-25 23:05:00+00:00,Philadelphia Phillies,Cincinnati Reds,4.0,0.0,Aaron Nola,Justin Dunn,Citizens Bank Park,R,Regular Season,True
MLB,663459,2022-08-25 23:05:00+00:00,Baltimore Orioles,Chicago White Sox,4.0,3.0,Jordan Lyles,Lance Lynn,Oriole Park at Camden Yards,R,Regular Season,True
MLB,662433,2022-08-25 23:10:00+00:00,New York Mets,Colorado Rockies,3.0,1.0,Jacob deGrom,Ryan Feltner,Citi Field,R,Regular Season,True
MLB,663172,2022-08-25 23:10:00+00:00,Boston Red Sox,Toronto Blue Jays,5.0,6.0,Kutter Crawford,Kevin Gausman,Fenway Park,R,Regular Season,True
MLB,662711,2022-08-26 00:10:00+00:00,Houston Astros,Minnesota Twins,6.0,3.0,Luis Garcia,Chris Archer,Minute Maid Park,R,Regular Season,True
MLB,662337,2022-08-26 01:40:00+00:00,Oakland Athletics,New York Yankees,4.0,13.0,James Kaprielian,Jameson Taillon,Oakland Coliseum,R,Regular Season,True
MLB,661355,2022-08-26 22:40:00+00:00,Miami Marlins,Los Angeles Dodgers,6.0,10.0,Tommy Nance,Tyler Anderson,loanDepot park,R,Regular Season,True
MLB,661603,2022-08-26 23:05:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,7.0,4.0,Bailey Falter,Bryse Wilson,Citizens Bank Park,R,Regular Season,True
MLB,662469,2022-08-26 23:05:00+00:00,Washington Nationals,Cincinnati Reds,3.0,7.0,Cade Cavalli,Mike Minor,Nationals Park,R,Regular Season,True
MLB,661704,2022-08-26 23:07:00+00:00,Toronto Blue Jays,Los Angeles Angels,0.0,12.0,Mitch White,Reid Detmers,Rogers Centre,R,Regular Season,True
MLB,662432,2022-08-26 23:10:00+00:00,New York Mets,Colorado Rockies,7.0,6.0,Chris Bassitt,Chad Kuhl,Citi Field,R,Regular Season,True
MLB,663171,2022-08-26 23:10:00+00:00,Boston Red Sox,Tampa Bay Rays,9.0,8.0,Michael Wacha,JT Chargois,Fenway Park,R,Regular Season,True
MLB,661786,2022-08-27 00:05:00+00:00,Texas Rangers,Detroit Tigers,7.0,6.0,Glenn Otto Jr.,Tyler Alexander,Globe Life Field,R,Regular Season,True
MLB,661189,2022-08-27 00:10:00+00:00,Milwaukee Brewers,Chicago Cubs,3.0,4.0,Freddy Peralta,Justin Steele,American Family Field,R,Regular Season,True
MLB,661445,2022-08-27 00:10:00+00:00,Chicago White Sox,Arizona Diamondbacks,2.0,7.0,Johnny Cueto,Tommy Henry,Guaranteed Rate Field,R,Regular Season,True
MLB,661669,2022-08-27 00:10:00+00:00,Minnesota Twins,San Francisco Giants,9.0,0.0,Joe Ryan,Alex Wood,Target Field,R,Regular Season,True
MLB,662667,2022-08-27 00:10:00+00:00,Kansas City Royals,San Diego Padres,5.0,13.0,Kris Bubic,Joe Musgrove,Kauffman Stadium,R,Regular Season,True
MLB,662710,2022-08-27 00:10:00+00:00,Houston Astros,Baltimore Orioles,0.0,2.0,Lance McCullers Jr.,Kyle Bradish,Minute Maid Park,R,Regular Season,True
MLB,661940,2022-08-27 00:15:00+00:00,St. Louis Cardinals,Atlanta Braves,4.0,11.0,Jose Quintana,Spencer Strider,Busch Stadium,R,Regular Season,True
MLB,662342,2022-08-27 01:40:00+00:00,Oakland Athletics,New York Yankees,2.0,3.0,JP Sears,Gerrit Cole,Oakland Coliseum,R,Regular Season,True
MLB,662143,2022-08-27 02:10:00+00:00,Seattle Mariners,Cleveland Guardians,3.0,2.0,Logan Gilbert,Shane Bieber,T-Mobile Park,R,Regular Season,True
MLB,661703,2022-08-27 19:07:00+00:00,Toronto Blue Jays,Los Angeles Angels,0.0,2.0,Alek Manoah,Shohei Ohtani,Rogers Centre,R,Regular Season,True
MLB,663170,2022-08-27 20:10:00+00:00,Boston Red Sox,Tampa Bay Rays,5.0,1.0,Rich Hill,Jeffrey Springs,Fenway Park,R,Regular Season,True
MLB,661599,2022-08-27 22:05:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,6.0,0.0,Kyle Gibson,Tyler Beede,Citizens Bank Park,R,Regular Season,True
MLB,661354,2022-08-27 22:10:00+00:00,Miami Marlins,Los Angeles Dodgers,2.0,1.0,Sandy Alcantara,Dustin May,loanDepot park,R,Regular Season,True
MLB,661785,2022-08-27 23:05:00+00:00,Texas Rangers,Detroit Tigers,2.0,11.0,Dallas Keuchel,Eduardo Rodriguez,Globe Life Field,R,Regular Season,True
MLB,662468,2022-08-27 23:05:00+00:00,Washington Nationals,Cincinnati Reds,2.0,6.0,Paolo Espino,Luis Cessa,Nationals Park,R,Regular Season,True
MLB,661090,2022-08-27 23:10:00+00:00,Houston Astros,Baltimore Orioles,1.0,3.0,José Urquidy,Dean Kremer,Minute Maid Park,R,Regular Season,True
MLB,661180,2022-08-27 23:10:00+00:00,Milwaukee Brewers,Chicago Cubs,7.0,0.0,Brandon Woodruff,Drew Smyly,American Family Field,R,Regular Season,True
MLB,661444,2022-08-27 23:10:00+00:00,Chicago White Sox,Arizona Diamondbacks,5.0,10.0,Davis Martin,Merrill Kelly,Guaranteed Rate Field,R,Regular Season,True
MLB,662442,2022-08-27 23:10:00+00:00,New York Mets,Colorado Rockies,3.0,0.0,David Peterson,Kyle Freeland,Citi Field,R,Regular Season,True
MLB,662666,2022-08-27 23:10:00+00:00,Kansas City Royals,San Diego Padres,3.0,4.0,Daniel Lynch IV,Yu Darvish,Kauffman Stadium,R,Regular Season,True
MLB,661657,2022-08-27 23:15:00+00:00,Minnesota Twins,San Francisco Giants,3.0,2.0,Sonny Gray,Alex Cobb,Target Field,R,Regular Season,True
MLB,661939,2022-08-27 23:15:00+00:00,St. Louis Cardinals,Atlanta Braves,6.0,5.0,Jordan Montgomery,Charlie Morton,Busch Stadium,R,Regular Season,True
MLB,662336,2022-08-28 01:07:00+00:00,Oakland Athletics,New York Yankees,3.0,2.0,Adam Oller,Domingo Germán,Oakland Coliseum,R,Regular Season,True
MLB,662140,2022-08-28 02:10:00+00:00,Seattle Mariners,Cleveland Guardians,3.0,4.0,Luis Castillo,Zach Plesac,T-Mobile Park,R,Regular Season,True
MLB,661353,2022-08-28 16:05:00+00:00,Miami Marlins,Los Angeles Dodgers,1.0,8.0,Edward Cabrera,Julio Urías,loanDepot park,R,Regular Season,True
MLB,661598,2022-08-28 17:35:00+00:00,Philadelphia Phillies,Pittsburgh Pirates,0.0,5.0,Noah Syndergaard,Roansy Contreras,Citizens Bank Park,R,Regular Season,True
MLB,662467,2022-08-28 17:35:00+00:00,Washington Nationals,Cincinnati Reds,3.0,2.0,Patrick Corbin,Nick Lodolo,Nationals Park,R,Regular Season,True
MLB,663211,2022-08-28 17:35:00+00:00,Boston Red Sox,Tampa Bay Rays,4.0,12.0,Nick Pivetta,Corey Kluber,Fenway Park,R,Regular Season,True
MLB,661773,2022-08-28 17:37:00+00:00,Toronto Blue Jays,Los Angeles Angels,3.0,8.0,Ross Stripling,Tucker Davidson,Rogers Centre,R,Regular Season,True
MLB,662446,2022-08-28 17:40:00+00:00,New York Mets,Colorado Rockies,0.0,1.0,Max Scherzer,Germán Márquez,Citi Field,R,Regular Season,True
MLB,661089,2022-08-28 18:10:00+00:00,Houston Astros,Baltimore Orioles,3.0,1.0,Justin Verlander,Austin Voth,Minute Maid Park,R,Regular Season,True
MLB,661168,2022-08-28 18:10:00+00:00,Milwaukee Brewers,Chicago Cubs,9.0,7.0,Eric Lauer,Adrian Sampson,American Family Field,R,Regular Season,True
MLB,661443,2022-08-28 18:10:00+00:00,Chicago White Sox,Arizona Diamondbacks,2.0,3.0,Dylan Cease,Zach Davies,Guaranteed Rate Field,R,Regular Season,True
MLB,661663,2022-08-28 18:10:00+00:00,Minnesota Twins,San Francisco Giants,8.0,3.0,Aaron Sanchez,Jakob Junis,Target Field,R,Regular Season,True
MLB,662638,2022-08-28 18:10:00+00:00,Kansas City Royals,San Diego Padres,15.0,7.0,Jonathan Heasley,Sean Manaea,Kauffman Stadium,R,Regular Season,True
MLB,661784,2022-08-28 18:35:00+00:00,Texas Rangers,Detroit Tigers,8.0,9.0,Kohei Arihara,Drew Hutchison,Globe Life Field,R,Regular Season,True
MLB,662335,2022-08-28 20:07:00+00:00,Oakland Athletics,New York Yankees,4.0,1.0,Adrián Martinez,Clarke Schmidt,Oakland Coliseum,R,Regular Season,True
MLB,662139,2022-08-28 20:10:00+00:00,Seattle Mariners,Cleveland Guardians,4.0,0.0,Robbie Ray,Aaron Civale,T-Mobile Park,R,Regular Season,True
MLB,661950,2022-08-28 23:08:00+00:00,St. Louis Cardinals,Atlanta Braves,6.0,3.0,Adam Wainwright,Jake Odorizzi,Busch Stadium,R,Regular Season,True
MLB,661352,2022-08-29 22:40:00+00:00,Miami Marlins,Los Angeles Dodgers,2.0,3.0,Pablo López,Michael Grove,loanDepot park,R,Regular Season,True
MLB,663018,2022-08-29 22:40:00+00:00,Cincinnati Reds,St. Louis Cardinals,4.0,13.0,Chase Anderson,Miles Mikolas,Great American Ball Park,R,Regular Season,True
MLB,661801,2022-08-29 23:07:00+00:00,Toronto Blue Jays,Chicago Cubs,5.0,4.0,José Berríos,Javier Assad,Rogers Centre,R,Regular Season,True
MLB,661651,2022-08-29 23:40:00+00:00,Minnesota Twins,Boston Red Sox,4.0,2.0,Dylan Bundy,Brayan Bello,Target Field,R,Regular Season,True
MLB,661167,2022-08-30 00:10:00+00:00,Milwaukee Brewers,Pittsburgh Pirates,7.0,5.0,Corbin Burnes,Bryse Wilson,American Family Field,R,Regular Season,True
MLB,663424,2022-08-30 01:38:00+00:00,Los Angeles Angels,New York Yankees,4.0,3.0,José Suarez,Frankie Montas,Angel Stadium,R,Regular Season,True
MLB,663332,2022-08-30 01:40:00+00:00,Arizona Diamondbacks,Philadelphia Phillies,13.0,7.0,Madison Bumgarner,Ranger Suarez,Chase Field,R,Regular Season,True
MLB,662001,2022-08-30 01:45:00+00:00,San Francisco Giants,San Diego Padres,5.0,6.0,Carlos Rodón,Mike Clevinger,Oracle Park,R,Regular Season,True
MLB,662973,2022-08-30 22:10:00+00:00,Cleveland Guardians,Baltimore Orioles,5.0,1.0,Cal Quantrill,Spenser Watkins,Progressive Field,R,Regular Season,True
MLB,661351,2022-08-30 22:40:00+00:00,Miami Marlins,Tampa Bay Rays,2.0,7.0,Jesús Luzardo,Shane McClanahan,loanDepot park,R,Regular Season,True
MLB,663137,2022-08-30 22:40:00+00:00,Cincinnati Reds,St. Louis Cardinals,5.0,1.0,Justin Dunn,Dakota Hudson,Great American Ball Park,R,Regular Season,True
MLB,662466,2022-08-30 23:05:00+00:00,Washington Nationals,Oakland Athletics,6.0,10.0,Erick Fedde,Cole Irvin,Nationals Park,R,Regular Season,True
