league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,632773,2021-08-23 17:10:00+00:00,Boston Red Sox,Texas Rangers,8.0,4.0,Nathan Eovaldi,Kolby Allard,Fenway Park,R,Regular Season,True
MLB,632798,2021-08-23 23:05:00+00:00,Pittsburgh Pirates,Arizona Diamondbacks,6.0,5.0,Wil Crowe,Humberto Mejía,PNC Park,R,Regular Season,True
MLB,632787,2021-08-23 23:07:00+00:00,Toronto Blue Jays,Chicago White Sox,2.0,1.0,Alek Manoah,Lance Lynn,Rogers Centre,R,Regular Season,True
MLB,632805,2021-08-23 23:20:00+00:00,Atlanta Braves,New York Yankees,1.0,5.0,Huascar Ynoa,Jordan Montgomery,Truist Park,R,Regular Season,True
MLB,632792,2021-08-24 00:05:00+00:00,Chicago Cubs,Colorado Rockies,6.0,4.0,Kyle Hendricks,Antonio Senzatela,Wrigley Field,R,Regular Season,True
MLB,632770,2021-08-24 00:10:00+00:00,Houston Astros,Kansas City Royals,1.0,7.0,Zack Greinke,Daniel Lynch IV,Minute Maid Park,R,Regular Season,True
MLB,632758,2021-08-24 01:40:00+00:00,Oakland Athletics,Seattle Mariners,3.0,5.0,Paul Blackburn,Marco Gonzales,Oakland Coliseum,R,Regular Season,True
MLB,632769,2021-08-24 19:37:00+00:00,Oakland Athletics,Seattle Mariners,1.0,5.0,Cole Irvin,Chris Flexen,Oakland Coliseum,R,Regular Season,True
MLB,632744,2021-08-24 23:05:00+00:00,Pittsburgh Pirates,Arizona Diamondbacks,4.0,2.0,JT Brubaker,Madison Bumgarner,PNC Park,R,Regular Season,True
MLB,632777,2021-08-24 23:05:00+00:00,Philadelphia Phillies,Tampa Bay Rays,1.0,3.0,Ranger Suarez,Drew Rasmussen,Citizens Bank Park,R,Regular Season,True
MLB,632807,2021-08-24 23:05:00+00:00,Baltimore Orioles,Los Angeles Angels,8.0,14.0,Spenser Watkins,Dylan Bundy,Oriole Park at Camden Yards,R,Regular Season,True
MLB,632779,2021-08-24 23:07:00+00:00,Toronto Blue Jays,Chicago White Sox,2.0,5.0,José Berríos,Dylan Cease,Rogers Centre,R,Regular Season,True
MLB,632755,2021-08-24 23:10:00+00:00,Boston Red Sox,Minnesota Twins,11.0,9.0,Tanner Houck,Griffin Jax,Fenway Park,R,Regular Season,True
MLB,632783,2021-08-24 23:10:00+00:00,Cleveland Indians,Texas Rangers,3.0,7.0,Eli Morgan,Taylor Hearn,Progressive Field,R,Regular Season,True
MLB,632789,2021-08-24 23:10:00+00:00,Miami Marlins,Washington Nationals,1.0,5.0,Jesús Luzardo,Erick Fedde,loanDepot park,R,Regular Season,True
MLB,632802,2021-08-24 23:10:00+00:00,New York Mets,San Francisco Giants,0.0,8.0,Tylor Megill,Sam Long,Citi Field,R,Regular Season,True
MLB,632763,2021-08-24 23:20:00+00:00,Atlanta Braves,New York Yankees,4.0,5.0,Charlie Morton,Andrew Heaney,Truist Park,R,Regular Season,True
MLB,632781,2021-08-24 23:45:00+00:00,St. Louis Cardinals,Detroit Tigers,3.0,4.0,Jack Flaherty,Casey Mize,Busch Stadium,R,Regular Season,True
MLB,632728,2021-08-25 00:10:00+00:00,Milwaukee Brewers,Cincinnati Reds,7.0,4.0,Corbin Burnes,Tyler Mahle,American Family Field,R,Regular Season,True
MLB,632776,2021-08-25 00:10:00+00:00,Houston Astros,Kansas City Royals,4.0,0.0,Luis Garcia,Brady Singer,Minute Maid Park,R,Regular Season,True
MLB,632748,2021-08-25 02:10:00+00:00,San Diego Padres,Los Angeles Dodgers,2.0,5.0,Pierce Johnson,Julio Urías,Petco Park,R,Regular Season,True
MLB,632751,2021-08-25 17:15:00+00:00,St. Louis Cardinals,Detroit Tigers,3.0,2.0,Jon Lester,Tarik Skubal,Busch Stadium,R,Regular Season,True
MLB,632768,2021-08-25 18:10:00+00:00,Houston Astros,Kansas City Royals,6.0,5.0,Lance McCullers Jr.,Mike Minor,Minute Maid Park,R,Regular Season,True
MLB,632738,2021-08-25 18:20:00+00:00,Chicago Cubs,Colorado Rockies,5.0,2.0,Zach Davies,Austin Gomber,Wrigley Field,R,Regular Season,True
MLB,632822,2021-08-25 22:30:00+00:00,Chicago Cubs,Colorado Rockies,10.0,13.0,Justin Steele,Germán Márquez,Wrigley Field,R,Regular Season,True
