league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,660936,2021-10-07 20:07:00+00:00,Houston Astros,Chicago White Sox,6.0,1.0,Lance McCullers Jr.,Lance Lynn,Minute Maid Park,D,AL Division Series,True
MLB,660929,2021-10-08 00:07:00+00:00,Tampa Bay Rays,Boston Red Sox,5.0,0.0,Shane McClanahan,Eduardo Rodriguez,Tropicana Field,D,AL Division Series,True
MLB,660934,2021-10-08 18:07:00+00:00,Houston Astros,Chicago White Sox,9.0,4.0,Framber Valdez,Lucas Giolito,Minute Maid Park,D,AL Division Series,True
MLB,660917,2021-10-08 20:37:00+00:00,Milwaukee Brewers,Atlanta Braves,2.0,1.0,Corbin Burnes,Charlie Morton,American Family Field,D,NL Division Series,True
MLB,660932,2021-10-08 23:02:00+00:00,Tampa Bay Rays,Boston Red Sox,6.0,14.0,Shane Baz,Chris Sale,Tropicana Field,D,AL Division Series,True
MLB,660933,2021-10-09 01:37:00+00:00,San Francisco Giants,Los Angeles Dodgers,4.0,0.0,Logan Webb,Walker Buehler,Oracle Park,D,NL Division Series,True
MLB,660907,2021-10-09 21:07:00+00:00,Milwaukee Brewers,Atlanta Braves,0.0,3.0,Brandon Woodruff,Max Fried,American Family Field,D,NL Division Series,True
MLB,660925,2021-10-10 01:07:00+00:00,San Francisco Giants,Los Angeles Dodgers,2.0,9.0,Kevin Gausman,Julio Urías,Oracle Park,D,NL Division Series,True
MLB,660928,2021-10-10 20:07:00+00:00,Boston Red Sox,Tampa Bay Rays,6.0,4.0,Nathan Eovaldi,Drew Rasmussen,Fenway Park,D,AL Division Series,True
MLB,660931,2021-10-11 00:07:00+00:00,Chicago White Sox,Houston Astros,12.0,6.0,Dylan Cease,Luis Garcia,Guaranteed Rate Field,D,AL Division Series,True
MLB,660905,2021-10-11 17:07:00+00:00,Atlanta Braves,Milwaukee Brewers,3.0,0.0,Ian Anderson,Freddy Peralta,Truist Park,D,NL Division Series,True
MLB,660927,2021-10-11 23:07:00+00:00,Boston Red Sox,Tampa Bay Rays,6.0,5.0,Eduardo Rodriguez,Collin McHugh,Fenway Park,D,AL Division Series,True
MLB,660919,2021-10-12 01:37:00+00:00,Los Angeles Dodgers,San Francisco Giants,0.0,1.0,Max Scherzer,Alex Wood,Dodger Stadium,D,NL Division Series,True
MLB,660926,2021-10-12 18:07:00+00:00,Chicago White Sox,Houston Astros,1.0,10.0,Carlos Rodón,Lance McCullers Jr.,Guaranteed Rate Field,D,AL Division Series,True
MLB,660914,2021-10-12 21:15:00+00:00,Atlanta Braves,Milwaukee Brewers,5.0,4.0,Charlie Morton,Eric Lauer,Truist Park,D,NL Division Series,True
MLB,660918,2021-10-13 01:07:00+00:00,Los Angeles Dodgers,San Francisco Giants,7.0,2.0,Walker Buehler,Anthony DeSclafani,Dodger Stadium,D,NL Division Series,True
