league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,717014,2023-08-13 16:05:00+00:00,Boston Red Sox,Detroit Tigers,6.0,3.0,Kutter Crawford,Eduardo Rodriguez,Fenway Park,R,Regular Season,True
MLB,717009,2023-08-13 17:35:00+00:00,Philadelphia Phillies,Minnesota Twins,0.0,3.0,Ranger Suarez,Sonny Gray,Citizens Bank Park,R,Regular Season,True
MLB,717015,2023-08-13 17:35:00+00:00,Pittsburgh Pirates,Cincinnati Reds,4.0,2.0,Mitch Keller,Brandon Williamson,PNC Park,R,Regular Season,True
MLB,717016,2023-08-13 17:35:00+00:00,Washington Nationals,Oakland Athletics,8.0,7.0,Trevor Williams,Ken Waldichuk,Nationals Park,R,Regular Season,True
MLB,717012,2023-08-13 17:37:00+00:00,Toronto Blue Jays,Chicago Cubs,11.0,4.0,Hyun Jin Ryu,Jameson Taillon,Rogers Centre,R,Regular Season,True
MLB,717010,2023-08-13 17:40:00+00:00,Tampa Bay Rays,Cleveland Guardians,2.0,9.0,Zach Eflin,Tanner Bibee,Tropicana Field,R,Regular Season,True
MLB,717011,2023-08-13 17:40:00+00:00,Miami Marlins,New York Yankees,8.0,7.0,Eury Pérez,Gerrit Cole,loanDepot park,R,Regular Season,True
MLB,717004,2023-08-13 18:10:00+00:00,Houston Astros,Los Angeles Angels,1.0,2.0,José Urquidy,Chase Silseth,Minute Maid Park,R,Regular Season,True
MLB,717006,2023-08-13 18:10:00+00:00,Chicago White Sox,Milwaukee Brewers,3.0,7.0,Dylan Cease,Freddy Peralta,Guaranteed Rate Field,R,Regular Season,True
MLB,717008,2023-08-13 20:05:00+00:00,San Francisco Giants,Texas Rangers,3.0,2.0,Logan Webb,Dane Dunning,Oracle Park,R,Regular Season,True
MLB,717003,2023-08-13 20:10:00+00:00,Arizona Diamondbacks,San Diego Padres,5.0,4.0,Brandon Pfaadt,Seth Lugo,Chase Field,R,Regular Season,True
MLB,717005,2023-08-13 20:10:00+00:00,Seattle Mariners,Baltimore Orioles,3.0,5.0,Bryce Miller,Kyle Bradish,T-Mobile Park,R,Regular Season,True
MLB,717007,2023-08-13 20:10:00+00:00,Los Angeles Dodgers,Colorado Rockies,8.0,3.0,Julio Urías,Kyle Freeland,Dodger Stadium,R,Regular Season,True
MLB,717027,2023-08-13 22:05:00+00:00,Pittsburgh Pirates,Cincinnati Reds,5.0,6.0,Andre Jackson,Luke Weaver,PNC Park,R,Regular Season,True
MLB,717013,2023-08-13 23:10:00+00:00,New York Mets,Atlanta Braves,7.0,6.0,Kodai Senga,Yonny Chirinos,Citi Field,R,Regular Season,True
MLB,717000,2023-08-14 22:40:00+00:00,Miami Marlins,Houston Astros,5.0,1.0,Braxton Garrett,Framber Valdez,loanDepot park,R,Regular Season,True
MLB,717002,2023-08-14 23:10:00+00:00,New York Mets,Pittsburgh Pirates,7.0,2.0,Carlos Carrasco,Quinn Priester,Citi Field,R,Regular Season,True
MLB,717001,2023-08-14 23:20:00+00:00,Atlanta Braves,New York Yankees,11.0,3.0,Max Fried,Clarke Schmidt,Truist Park,R,Regular Season,True
MLB,716995,2023-08-14 23:45:00+00:00,St. Louis Cardinals,Oakland Athletics,7.0,5.0,Miles Mikolas,JP Sears,Busch Stadium,R,Regular Season,True
MLB,716997,2023-08-15 00:05:00+00:00,Texas Rangers,Los Angeles Angels,12.0,0.0,Max Scherzer,Patrick Sandoval,Globe Life Field,R,Regular Season,True
MLB,716994,2023-08-15 00:10:00+00:00,Kansas City Royals,Seattle Mariners,7.0,6.0,Brady Singer,Logan Gilbert,Kauffman Stadium,R,Regular Season,True
MLB,716998,2023-08-15 00:40:00+00:00,Colorado Rockies,Arizona Diamondbacks,6.0,4.0,Chris Flexen,Merrill Kelly,Coors Field,R,Regular Season,True
MLB,716996,2023-08-15 01:40:00+00:00,San Diego Padres,Baltimore Orioles,1.0,4.0,Yu Darvish,Grayson Rodriguez,Petco Park,R,Regular Season,True
MLB,716999,2023-08-15 01:45:00+00:00,San Francisco Giants,Tampa Bay Rays,2.0,10.0,Ryan Walker,Tyler Glasnow,Oracle Park,R,Regular Season,True
MLB,716991,2023-08-15 22:40:00+00:00,Miami Marlins,Houston Astros,5.0,6.0,Johnny Cueto,Cristian Javier,loanDepot park,R,Regular Season,True
MLB,716992,2023-08-15 22:40:00+00:00,Cincinnati Reds,Cleveland Guardians,0.0,3.0,Graham Ashcraft,Logan Allen,Great American Ball Park,R,Regular Season,True
MLB,716993,2023-08-15 23:05:00+00:00,Washington Nationals,Boston Red Sox,4.0,5.0,Josiah Gray,Nick Pivetta,Nationals Park,R,Regular Season,True
MLB,716990,2023-08-15 23:07:00+00:00,Toronto Blue Jays,Philadelphia Phillies,2.0,1.0,Yusei Kikuchi,Zack Wheeler,Rogers Centre,R,Regular Season,True
MLB,716988,2023-08-15 23:10:00+00:00,New York Mets,Pittsburgh Pirates,4.0,7.0,David Peterson,Bailey Falter,Citi Field,R,Regular Season,True
MLB,716987,2023-08-15 23:20:00+00:00,Atlanta Braves,New York Yankees,5.0,0.0,Bryce Elder,Luis Severino,Truist Park,R,Regular Season,True
MLB,716983,2023-08-15 23:40:00+00:00,Minnesota Twins,Detroit Tigers,5.0,3.0,Bailey Ober,Alex Faedo,Target Field,R,Regular Season,True
MLB,716984,2023-08-15 23:45:00+00:00,St. Louis Cardinals,Oakland Athletics,6.0,2.0,Dakota Hudson,Spenser Watkins,Busch Stadium,R,Regular Season,True
MLB,716985,2023-08-16 00:05:00+00:00,Texas Rangers,Los Angeles Angels,7.0,3.0,Jordan Montgomery,Lucas Giolito,Globe Life Field,R,Regular Season,True
MLB,716986,2023-08-16 00:05:00+00:00,Chicago Cubs,Chicago White Sox,3.0,5.0,Kyle Hendricks,Touki Toussaint,Wrigley Field,R,Regular Season,True
MLB,716981,2023-08-16 00:10:00+00:00,Kansas City Royals,Seattle Mariners,8.0,10.0,Jordan Lyles,Emerson Hancock,Kauffman Stadium,R,Regular Season,True
MLB,716978,2023-08-16 00:40:00+00:00,Colorado Rockies,Arizona Diamondbacks,5.0,8.0,Ty Blach,Joe Mantiply,Coors Field,R,Regular Season,True
MLB,716980,2023-08-16 01:40:00+00:00,San Diego Padres,Baltimore Orioles,10.0,3.0,Michael Wacha,Jack Flaherty,Petco Park,R,Regular Season,True
MLB,716989,2023-08-16 01:45:00+00:00,San Francisco Giants,Tampa Bay Rays,7.0,0.0,Jakob Junis,Zack Littell,Oracle Park,R,Regular Season,True
