league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,661412,2022-07-09 00:10:00+00:00,Chicago White Sox,Detroit Tigers,5.0,7.0,Lucas Giolito,Tarik Skubal,Guaranteed Rate Field,R,Regular Season,True
MLB,662614,2022-07-09 00:10:00+00:00,Kansas City Royals,Cleveland Guardians,4.0,3.0,Brady Singer,Aaron Civale,Kauffman Stadium,R,Regular Season,True
MLB,661136,2022-07-09 00:15:00+00:00,St. Louis Cardinals,Philadelphia Phillies,0.0,2.0,Adam Wainwright,Zack Wheeler,Busch Stadium,R,Regular Season,True
MLB,662225,2022-07-09 01:40:00+00:00,San Diego Padres,San Francisco Giants,6.0,3.0,Blake Snell,Sam Long,Petco Park,R,Regular Season,True
MLB,662352,2022-07-09 01:40:00+00:00,Oakland Athletics,Houston Astros,3.0,8.0,Paul Blackburn,José Urquidy,Oakland Coliseum,R,Regular Season,True
MLB,663319,2022-07-09 01:40:00+00:00,Arizona Diamondbacks,Colorado Rockies,5.0,6.0,Zac Gallen,Chad Kuhl,Chase Field,R,Regular Season,True
MLB,662155,2022-07-09 02:10:00+00:00,Seattle Mariners,Toronto Blue Jays,5.0,2.0,George Kirby,Ross Stripling,T-Mobile Park,R,Regular Season,True
MLB,662610,2022-07-09 02:10:00+00:00,Los Angeles Dodgers,Chicago Cubs,4.0,3.0,Tyler Anderson,Keegan Thompson,Dodger Stadium,R,Regular Season,True
MLB,661411,2022-07-09 18:10:00+00:00,Chicago White Sox,Detroit Tigers,8.0,0.0,Johnny Cueto,Garrett Hill,Guaranteed Rate Field,R,Regular Season,True
MLB,661137,2022-07-09 18:15:00+00:00,St. Louis Cardinals,Philadelphia Phillies,0.0,1.0,Dakota Hudson,Kyle Gibson,Busch Stadium,R,Regular Season,True
MLB,661071,2022-07-09 20:05:00+00:00,Baltimore Orioles,Los Angeles Angels,1.0,0.0,Dean Kremer,Patrick Sandoval,Oriole Park at Camden Yards,R,Regular Season,True
MLB,661842,2022-07-09 20:05:00+00:00,Texas Rangers,Minnesota Twins,9.0,7.0,Martín Pérez,Devin Smeltzer,Globe Life Field,R,Regular Season,True
MLB,662351,2022-07-09 20:07:00+00:00,Oakland Athletics,Houston Astros,3.0,2.0,Zach Logue,Framber Valdez,Oakland Coliseum,R,Regular Season,True
MLB,661224,2022-07-09 20:10:00+00:00,Milwaukee Brewers,Pittsburgh Pirates,3.0,4.0,Brandon Woodruff,Zach Thompson,American Family Field,R,Regular Season,True
MLB,661508,2022-07-09 20:10:00+00:00,Atlanta Braves,Washington Nationals,4.0,3.0,Kyle Wright,Patrick Corbin,Truist Park,R,Regular Season,True
MLB,662497,2022-07-09 20:10:00+00:00,New York Mets,Miami Marlins,5.0,4.0,Carlos Carrasco,Braxton Garrett,Citi Field,R,Regular Season,True
MLB,662663,2022-07-09 20:10:00+00:00,Kansas City Royals,Cleveland Guardians,1.0,13.0,Jonathan Heasley,Triston McKenzie,Kauffman Stadium,R,Regular Season,True
MLB,663092,2022-07-09 20:10:00+00:00,Cincinnati Reds,Tampa Bay Rays,5.0,4.0,Hunter Greene,Drew Rasmussen,Great American Ball Park,R,Regular Season,True
MLB,663310,2022-07-09 20:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,9.0,2.0,Madison Bumgarner,Kyle Freeland,Chase Field,R,Regular Season,True
MLB,662266,2022-07-09 23:15:00+00:00,San Diego Padres,San Francisco Giants,1.0,3.0,Yu Darvish,Carlos Rodón,Petco Park,R,Regular Season,True
MLB,663223,2022-07-09 23:15:00+00:00,Boston Red Sox,New York Yankees,6.0,5.0,Kutter Crawford,Jordan Montgomery,Fenway Park,R,Regular Season,True
MLB,662147,2022-07-10 02:10:00+00:00,Seattle Mariners,Toronto Blue Jays,2.0,1.0,Robbie Ray,Alek Manoah,T-Mobile Park,R,Regular Season,True
MLB,662683,2022-07-10 02:10:00+00:00,Los Angeles Dodgers,Chicago Cubs,4.0,2.0,Clayton Kershaw,Marcus Stroman,Dodger Stadium,R,Regular Season,True
MLB,661092,2022-07-10 16:05:00+00:00,Baltimore Orioles,Los Angeles Angels,9.0,5.0,Austin Voth,José Suarez,Oriole Park at Camden Yards,R,Regular Season,True
MLB,661520,2022-07-10 17:35:00+00:00,Atlanta Braves,Washington Nationals,4.0,3.0,Ian Anderson,Paolo Espino,Truist Park,R,Regular Season,True
MLB,662496,2022-07-10 17:40:00+00:00,New York Mets,Miami Marlins,0.0,2.0,Taijuan Walker,Sandy Alcantara,Citi Field,R,Regular Season,True
MLB,663048,2022-07-10 17:40:00+00:00,Cincinnati Reds,Tampa Bay Rays,10.0,5.0,Nick Lodolo,Shane Baz,Great American Ball Park,R,Regular Season,True
MLB,661178,2022-07-10 18:10:00+00:00,Milwaukee Brewers,Pittsburgh Pirates,6.0,8.0,Eric Lauer,Jose Quintana,American Family Field,R,Regular Season,True
MLB,661410,2022-07-10 18:10:00+00:00,Chicago White Sox,Detroit Tigers,4.0,2.0,Michael Kopech,Drew Hutchison,Guaranteed Rate Field,R,Regular Season,True
MLB,662662,2022-07-10 18:10:00+00:00,Kansas City Royals,Cleveland Guardians,5.0,1.0,Zack Greinke,Zach Plesac,Kauffman Stadium,R,Regular Season,True
MLB,661135,2022-07-10 18:15:00+00:00,St. Louis Cardinals,Philadelphia Phillies,4.0,3.0,Andre Pallante,Nick Nelson,Busch Stadium,R,Regular Season,True
MLB,661808,2022-07-10 18:35:00+00:00,Texas Rangers,Minnesota Twins,5.0,6.0,Dane Dunning,Dylan Bundy,Globe Life Field,R,Regular Season,True
MLB,662215,2022-07-10 20:07:00+00:00,Oakland Athletics,Houston Astros,1.0,6.0,Cole Irvin,Jake Odorizzi,Oakland Coliseum,R,Regular Season,True
MLB,662183,2022-07-10 20:10:00+00:00,Seattle Mariners,Toronto Blue Jays,6.0,5.0,Logan Gilbert,,T-Mobile Park,R,Regular Season,False
MLB,662198,2022-07-10 20:10:00+00:00,San Diego Padres,San Francisco Giants,0.0,12.0,MacKenzie Gore,Alex Wood,Petco Park,R,Regular Season,True
MLB,662729,2022-07-10 20:10:00+00:00,Los Angeles Dodgers,Chicago Cubs,11.0,9.0,Julio Urías,Drew Smyly,Dodger Stadium,R,Regular Season,True
MLB,663307,2022-07-10 20:10:00+00:00,Arizona Diamondbacks,Colorado Rockies,2.0,3.0,Tyler Gilbert,Germán Márquez,Chase Field,R,Regular Season,True
MLB,663232,2022-07-10 23:08:00+00:00,Boston Red Sox,New York Yankees,11.0,6.0,Nick Pivetta,Jameson Taillon,Fenway Park,R,Regular Season,True
MLB,662700,2022-07-11 18:10:00+00:00,Kansas City Royals,Detroit Tigers,3.0,1.0,Brad Keller,Michael Pineda,Kauffman Stadium,R,Regular Season,True
MLB,661324,2022-07-11 22:40:00+00:00,Miami Marlins,Pittsburgh Pirates,1.0,5.0,Trevor Rogers,Mitch Keller,loanDepot park,R,Regular Season,True
MLB,661878,2022-07-11 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,10.0,5.0,Matt Wisler,Brayan Bello,Tropicana Field,R,Regular Season,True
MLB,662956,2022-07-11 23:10:00+00:00,Cleveland Guardians,Chicago White Sox,8.0,4.0,Cal Quantrill,Lance Lynn,Progressive Field,R,Regular Season,True
MLB,661120,2022-07-11 23:15:00+00:00,St. Louis Cardinals,Philadelphia Phillies,6.0,1.0,Miles Mikolas,Aaron Nola,Busch Stadium,R,Regular Season,True
MLB,661507,2022-07-11 23:20:00+00:00,Atlanta Braves,New York Mets,1.0,4.0,Max Fried,Max Scherzer,Truist Park,R,Regular Season,True
MLB,661814,2022-07-12 00:05:00+00:00,Texas Rangers,Oakland Athletics,10.0,8.0,Spencer Howard,Adrián Martinez,Globe Life Field,R,Regular Season,True
MLB,662661,2022-07-12 00:10:00+00:00,Kansas City Royals,Detroit Tigers,7.0,3.0,Daniel Lynch IV,Alex Faedo,Kauffman Stadium,R,Regular Season,True
MLB,662996,2022-07-12 00:40:00+00:00,Colorado Rockies,San Diego Padres,5.0,6.0,José Ureña,Sean Manaea,Coors Field,R,Regular Season,True
MLB,662100,2022-07-12 01:45:00+00:00,San Francisco Giants,Arizona Diamondbacks,3.0,4.0,Alex Cobb,Merrill Kelly,Oracle Park,R,Regular Season,True
MLB,663087,2022-07-12 17:10:00+00:00,Cleveland Guardians,Chicago White Sox,4.0,1.0,Shane Bieber,Davis Martin,Progressive Field,R,Regular Season,True
MLB,661377,2022-07-12 22:40:00+00:00,Miami Marlins,Pittsburgh Pirates,2.0,3.0,Daniel Castano,Chris Stratton,loanDepot park,R,Regular Season,True
MLB,661262,2022-07-12 23:05:00+00:00,New York Yankees,Cincinnati Reds,3.0,4.0,Gerrit Cole,Graham Ashcraft,Yankee Stadium,R,Regular Season,True
MLB,661722,2022-07-12 23:07:00+00:00,Toronto Blue Jays,Philadelphia Phillies,4.0,3.0,José Berríos,Andrew Bellatti,Rogers Centre,R,Regular Season,True
MLB,661877,2022-07-12 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,3.0,2.0,Corey Kluber,Chris Sale,Tropicana Field,R,Regular Season,True
MLB,662976,2022-07-12 23:10:00+00:00,Cleveland Guardians,Chicago White Sox,0.0,7.0,Konnor Pilkington,Dylan Cease,Progressive Field,R,Regular Season,True
MLB,661506,2022-07-12 23:20:00+00:00,Atlanta Braves,New York Mets,4.0,1.0,Spencer Strider,David Peterson,Truist Park,R,Regular Season,True
MLB,661688,2022-07-12 23:40:00+00:00,Minnesota Twins,Milwaukee Brewers,3.0,6.0,Josh Winder,Jason Alexander,Target Field,R,Regular Season,True
MLB,661119,2022-07-12 23:45:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,7.0,6.0,Jordan Hicks,Mitch White,Busch Stadium,R,Regular Season,True
MLB,661813,2022-07-13 00:05:00+00:00,Texas Rangers,Oakland Athletics,7.0,14.0,Glenn Otto Jr.,James Kaprielian,Globe Life Field,R,Regular Season,True
MLB,663187,2022-07-13 00:05:00+00:00,Chicago Cubs,Baltimore Orioles,2.0,4.0,Adrian Sampson,Jordan Lyles,Wrigley Field,R,Regular Season,True
MLB,662660,2022-07-13 00:10:00+00:00,Kansas City Royals,Detroit Tigers,5.0,7.0,Kris Bubic,Beau Brieske,Kauffman Stadium,R,Regular Season,True
MLB,662984,2022-07-13 00:40:00+00:00,Colorado Rockies,San Diego Padres,5.0,3.0,Austin Gomber,Mike Clevinger,Coors Field,R,Regular Season,True
MLB,663402,2022-07-13 01:38:00+00:00,Los Angeles Angels,Houston Astros,5.0,6.0,Noah Syndergaard,Luis Garcia,Angel Stadium,R,Regular Season,True
MLB,662108,2022-07-13 01:45:00+00:00,San Francisco Giants,Arizona Diamondbacks,13.0,0.0,Logan Webb,Dallas Keuchel,Oracle Park,R,Regular Season,True
MLB,662517,2022-07-13 16:05:00+00:00,Washington Nationals,Seattle Mariners,4.0,6.0,Josiah Gray,Chris Flexen,Nationals Park,R,Regular Season,True
MLB,661505,2022-07-13 16:20:00+00:00,Atlanta Braves,New York Mets,3.0,7.0,Charlie Morton,Chris Bassitt,Truist Park,R,Regular Season,True
MLB,661687,2022-07-13 17:10:00+00:00,Minnesota Twins,Milwaukee Brewers,4.0,1.0,Joe Ryan,Aaron Ashby,Target Field,R,Regular Season,True
MLB,662659,2022-07-13 18:10:00+00:00,Kansas City Royals,Detroit Tigers,5.0,2.0,Brady Singer,Tarik Skubal,Kauffman Stadium,R,Regular Season,True
MLB,662107,2022-07-13 19:45:00+00:00,San Francisco Giants,Arizona Diamondbacks,4.0,3.0,John Brebbia,Zac Gallen,Oracle Park,R,Regular Season,True
MLB,662531,2022-07-13 22:05:00+00:00,Washington Nationals,Seattle Mariners,1.0,2.0,Erick Fedde,Erik Swanson,Nationals Park,R,Regular Season,True
MLB,661376,2022-07-13 22:40:00+00:00,Miami Marlins,Pittsburgh Pirates,5.0,4.0,Pablo López,JT Brubaker,loanDepot park,R,Regular Season,True
MLB,661269,2022-07-13 23:05:00+00:00,New York Yankees,Cincinnati Reds,7.0,6.0,Luis Severino,Mike Minor,Yankee Stadium,R,Regular Season,True
MLB,661721,2022-07-13 23:07:00+00:00,Toronto Blue Jays,Philadelphia Phillies,8.0,2.0,Ross Stripling,Zack Wheeler,Rogers Centre,R,Regular Season,True
MLB,661876,2022-07-13 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,4.0,1.0,Shane McClanahan,Josh Winckowski,Tropicana Field,R,Regular Season,True
MLB,662949,2022-07-13 23:10:00+00:00,Cleveland Guardians,Chicago White Sox,1.0,2.0,Aaron Civale,Lucas Giolito,Progressive Field,R,Regular Season,True
MLB,661118,2022-07-13 23:45:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,6.0,7.0,Adam Wainwright,Tony Gonsolin,Busch Stadium,R,Regular Season,True
MLB,661812,2022-07-14 00:05:00+00:00,Texas Rangers,Oakland Athletics,5.0,2.0,Jon Gray,Paul Blackburn,Globe Life Field,R,Regular Season,True
MLB,663230,2022-07-14 00:05:00+00:00,Chicago Cubs,Baltimore Orioles,1.0,7.0,Justin Steele,Spenser Watkins,Wrigley Field,R,Regular Season,True
MLB,662895,2022-07-14 00:40:00+00:00,Colorado Rockies,San Diego Padres,10.0,6.0,Chad Kuhl,Joe Musgrove,Coors Field,R,Regular Season,True
MLB,663401,2022-07-14 01:38:00+00:00,Los Angeles Angels,Houston Astros,7.0,1.0,Shohei Ohtani,Cristian Javier,Angel Stadium,R,Regular Season,True
MLB,661375,2022-07-14 16:10:00+00:00,Miami Marlins,Pittsburgh Pirates,3.0,2.0,Braxton Garrett,Zach Thompson,loanDepot park,R,Regular Season,True
MLB,661100,2022-07-14 19:10:00+00:00,Colorado Rockies,San Diego Padres,8.0,5.0,Kyle Freeland,Blake Snell,Coors Field,R,Regular Season,True
MLB,661261,2022-07-14 23:05:00+00:00,New York Yankees,Cincinnati Reds,6.0,7.0,Nestor Cortes,Luis Castillo,Yankee Stadium,R,Regular Season,True
MLB,662518,2022-07-14 23:05:00+00:00,Washington Nationals,Atlanta Braves,4.0,5.0,Aníbal Sánchez,Kyle Wright,Nationals Park,R,Regular Season,True
MLB,661720,2022-07-14 23:07:00+00:00,Toronto Blue Jays,Kansas City Royals,1.0,3.0,Kevin Gausman,Angel Zerpa,Rogers Centre,R,Regular Season,True
MLB,661875,2022-07-14 23:10:00+00:00,Tampa Bay Rays,Boston Red Sox,5.0,4.0,Drew Rasmussen,Kutter Crawford,Tropicana Field,R,Regular Season,True
MLB,663123,2022-07-14 23:10:00+00:00,Cleveland Guardians,Detroit Tigers,4.0,0.0,Triston McKenzie,Elvin Rodríguez,Progressive Field,R,Regular Season,True
MLB,661117,2022-07-14 23:15:00+00:00,St. Louis Cardinals,Los Angeles Dodgers,0.0,4.0,Dakota Hudson,Tyler Anderson,Busch Stadium,R,Regular Season,True
MLB,661675,2022-07-14 23:40:00+00:00,Minnesota Twins,Chicago White Sox,2.0,12.0,Sonny Gray,Johnny Cueto,Target Field,R,Regular Season,True
MLB,661101,2022-07-15 00:05:00+00:00,Chicago Cubs,New York Mets,0.0,8.0,Keegan Thompson,Carlos Carrasco,Wrigley Field,R,Regular Season,True
MLB,661811,2022-07-15 00:05:00+00:00,Texas Rangers,Seattle Mariners,5.0,6.0,Martín Pérez,Marco Gonzales,Globe Life Field,R,Regular Season,True
MLB,663386,2022-07-15 00:07:00+00:00,Los Angeles Angels,Houston Astros,2.0,3.0,Reid Detmers,Framber Valdez,Angel Stadium,R,Regular Season,True
MLB,662109,2022-07-15 01:45:00+00:00,San Francisco Giants,Milwaukee Brewers,2.0,3.0,Carlos Rodón,Corbin Burnes,Oracle Park,R,Regular Season,True
MLB,661374,2022-07-15 22:40:00+00:00,Miami Marlins,Philadelphia Phillies,1.0,2.0,Sandy Alcantara,Kyle Gibson,loanDepot park,R,Regular Season,True
MLB,661260,2022-07-15 23:05:00+00:00,New York Yankees,Boston Red Sox,4.0,5.0,Jordan Montgomery,Nathan Eovaldi,Yankee Stadium,R,Regular Season,True
MLB,662516,2022-07-15 23:05:00+00:00,Washington Nationals,Atlanta Braves,4.0,8.0,Patrick Corbin,Ian Anderson,Nationals Park,R,Regular Season,True
MLB,661719,2022-07-15 23:07:00+00:00,Toronto Blue Jays,Kansas City Royals,8.0,1.0,Alek Manoah,Zack Greinke,Rogers Centre,R,Regular Season,True
MLB,661874,2022-07-15 23:10:00+00:00,Tampa Bay Rays,Baltimore Orioles,5.0,4.0,Luis Patiño,Tyler Wells,Tropicana Field,R,Regular Season,True
MLB,662942,2022-07-15 23:10:00+00:00,Cleveland Guardians,Detroit Tigers,6.0,5.0,Zach Plesac,Drew Hutchison,Progressive Field,R,Regular Season,True
MLB,661810,2022-07-16 00:05:00+00:00,Texas Rangers,Seattle Mariners,3.0,8.0,Matt Bush,Robbie Ray,Globe Life Field,R,Regular Season,True
