league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,717571,2023-06-29 16:35:00+00:00,Pittsburgh Pirates,San Diego Padres,5.0,4.0,Luis Ortiz,Joe Musgrove,PNC Park,R,Regular Season,True
MLB,717570,2023-06-29 18:05:00+00:00,Texas Rangers,Detroit Tigers,5.0,8.0,Cody Bradford,Reese Olson,Globe Life Field,R,Regular Season,True
MLB,717573,2023-06-29 18:10:00+00:00,Kansas City Royals,Cleveland Guardians,4.0,3.0,Zack Greinke,Shane Bieber,Kauffman Stadium,R,Regular Season,True
MLB,717574,2023-06-29 19:37:00+00:00,Oakland Athletics,New York Yankees,4.0,10.0,Hogan Harris,Clarke Schmidt,Oakland Coliseum,R,Regular Season,True
MLB,717568,2023-06-29 19:40:00+00:00,Arizona Diamondbacks,Tampa Bay Rays,1.0,6.0,Brandon Pfaadt,Zack Littell,Chase Field,R,Regular Season,True
MLB,717560,2023-06-29 20:07:00+00:00,Los Angeles Angels,Chicago White Sox,7.0,9.0,Patrick Sandoval,Lance Lynn,Angel Stadium,R,Regular Season,True
MLB,717569,2023-06-29 22:10:00+00:00,Boston Red Sox,Miami Marlins,0.0,2.0,Brayan Bello,Jesús Luzardo,Fenway Park,R,Regular Season,True
MLB,717564,2023-06-29 23:07:00+00:00,Toronto Blue Jays,San Francisco Giants,2.0,1.0,Chris Bassitt,Keaton Winn,Rogers Centre,R,Regular Season,True
MLB,717565,2023-06-29 23:10:00+00:00,New York Mets,Milwaukee Brewers,2.0,3.0,Max Scherzer,Adrian Houser,Citi Field,R,Regular Season,True
MLB,717566,2023-06-29 23:15:00+00:00,St. Louis Cardinals,Houston Astros,0.0,14.0,Adam Wainwright,J.P. France,Busch Stadium,R,Regular Season,True
MLB,717567,2023-06-30 00:05:00+00:00,Chicago Cubs,Philadelphia Phillies,1.0,3.0,Kyle Hendricks,Taijuan Walker,Wrigley Field,R,Regular Season,True
MLB,717572,2023-06-30 00:40:00+00:00,Colorado Rockies,Los Angeles Dodgers,3.0,14.0,Chase Anderson,Emmet Sheehan,Coors Field,R,Regular Season,True
