league,game_id,datetime,home,away,home_score,away_score,home_starter,away_starter,venue,game_type,series_description,confirmed_starters
MLB,746604,2024-08-07 17:10:00+00:00,Cleveland Guardians,Arizona Diamondbacks,3.0,7.0,Ben Lively,Brandon Pfaadt,Progressive Field,R,Regular Season,True
MLB,746602,2024-08-07 17:15:00+00:00,Cleveland Guardians,Arizona Diamondbacks,3.0,5.0,Carlos Carrasco,Eduardo Rodriguez,Progressive Field,R,Regular Season,True
MLB,746842,2024-08-07 18:20:00+00:00,Chicago Cubs,Minnesota Twins,8.0,2.0,Javier Assad,Joe Ryan,Wrigley Field,R,Regular Season,True
MLB,744981,2024-08-07 18:35:00+00:00,Texas Rangers,Houston Astros,4.0,6.0,José Ureña,Yusei Kikuchi,Globe Life Field,R,Regular Season,True
MLB,745630,2024-08-07 19:37:00+00:00,Oakland Athletics,Chicago White Sox,3.0,2.0,Joey Estes,Davis Martin,Oakland Coliseum,R,Regular Season,True
MLB,745709,2024-08-07 20:05:00+00:00,New York Yankees,Los Angeles Angels,5.0,2.0,Luis Gil,Davis Daniel,Yankee Stadium,R,Regular Season,True
MLB,745713,2024-08-07 20:10:00+00:00,New York Yankees,Los Angeles Angels,2.0,8.0,Will Warren,Carson Fulmer,Yankee Stadium,R,Regular Season,True
MLB,745469,2024-08-07 22:40:00+00:00,Pittsburgh Pirates,San Diego Padres,8.0,9.0,Marco Gonzales,Michael King,PNC Park,R,Regular Season,True
MLB,746031,2024-08-07 22:40:00+00:00,Miami Marlins,Cincinnati Reds,6.0,4.0,Valente Bellozo,Andrew Abbott,loanDepot park,R,Regular Season,True
MLB,744822,2024-08-07 22:45:00+00:00,Washington Nationals,San Francisco Giants,4.0,7.0,Jake Irvin,Blake Snell,Nationals Park,R,Regular Season,True
MLB,744903,2024-08-07 23:07:00+00:00,Toronto Blue Jays,Baltimore Orioles,3.0,7.0,Bowden Francis,Trevor Rogers,Rogers Centre,R,Regular Season,True
MLB,747085,2024-08-07 23:20:00+00:00,Atlanta Braves,Milwaukee Brewers,5.0,8.0,Chris Sale,Freddy Peralta,Truist Park,R,Regular Season,True
MLB,745142,2024-08-07 23:45:00+00:00,St. Louis Cardinals,Tampa Bay Rays,5.0,2.0,Erick Fedde,Taj Bradley,Busch Stadium,R,Regular Season,True
MLB,746272,2024-08-08 00:10:00+00:00,Kansas City Royals,Boston Red Sox,8.0,4.0,Cole Ragans,Kutter Crawford,Kauffman Stadium,R,Regular Season,True
MLB,746521,2024-08-08 00:40:00+00:00,Colorado Rockies,New York Mets,3.0,5.0,Ryan Feltner,Paul Blackburn,Coors Field,R,Regular Season,True
MLB,745223,2024-08-08 01:40:00+00:00,Seattle Mariners,Detroit Tigers,2.0,6.0,George Kirby,Tarik Skubal,T-Mobile Park,R,Regular Season,True
MLB,746115,2024-08-08 02:10:00+00:00,Los Angeles Dodgers,Philadelphia Phillies,4.0,9.0,Gavin Stone,Tyler Phillips,Dodger Stadium,R,Regular Season,True
MLB,744819,2024-08-08 16:05:00+00:00,Washington Nationals,San Francisco Giants,5.0,9.0,DJ Herz,Kyle Harrison,Nationals Park,R,Regular Season,True
MLB,747081,2024-08-08 16:20:00+00:00,Atlanta Braves,Milwaukee Brewers,7.0,16.0,Charlie Morton,Frankie Montas,Truist Park,R,Regular Season,True
MLB,745466,2024-08-08 16:35:00+00:00,Pittsburgh Pirates,San Diego Padres,6.0,7.0,Luis Ortiz,Randy Vásquez,PNC Park,R,Regular Season,True
